ファイル名,ページ,番号,日本語,翻訳
ミャンマー語_pdfplumber_抽出_最終版.csv,44,22.0,バッテリ,ေကထ် ရ အု်းှိ ၊ဓာတ ်
ミャンマー語_pdfplumber_抽出_最終版.csv,44,23.0,燃料,သလာငစ် ာဆ
ミャンマー語_pdfplumber_抽出_最終版.csv,44,24.0,軽油,ဒဇ ယဆ်
ミャンマー語_pdfplumber_抽出_最終版.csv,44,25.0,ブレーキ,ေရှိတ်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,1.0,油圧シリンダ,ဟကှို ဒ် သရာလစ် ဆလငဒ် ါ
ミャンマー語_pdfplumber_抽出_最終版.csv,45,2.0,油圧モータ,ဟကှို ဒ် သရာလစ် သမာ်တာ
ミャンマー語_pdfplumber_抽出_最終版.csv,45,3.0,油圧ポンプ,ဟကှို ဒ် သရာလစ် ပန် ဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,45,4.0,水漏れ,သရယစှို ှိမ်ဲ့ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,5.0,油漏れ,ဆယ စှို ှိမ်ဲ့ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,6.0,冷却水,အသအ်း သ ပ်းသညသ်ဲ့ ရ
ミャンマー語_pdfplumber_抽出_最終版.csv,45,7.0,ブレーキ液,ေရှိတအ် ရည်/ေရှိတဆ်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,8.0,燃料タンク,သလာငစ် ာဆပ ု်း၊ သလာငစ် ာဆက န်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,9.0,ファンベルト,ပနက် ာကကြုံှိ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,45,10.0,空気圧,(ေ်း ၊ တာယာထရ ှိ ) သလဖှိအာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,45,11.0,クラッチ,(ကာ်း) ကလပ်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,12.0,急発進,ရုတတ် ရကအ် ခမန ် စထကွ ခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,45,13.0,急ブレーキ,ရုတတ် ရကအ် ခမန ် ေရှိတအ် ုပ်ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,14.0,アイドリング,(အငဂ် င်) န္်းှိှု ၍ အလတွ ် လညသ် စခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,15.0,走行,(ကာ်း) သခပ်းခ င်း် /သာွ ်းခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,16.0,旋回,ဆလ ု ညလ် ည ခ်ဲ့ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,17.0,安全ロック,အန္ရတ ာယက် င်း် သစရန၊် စကအ် စှိတအ် ပှိုင်း် မ ာ်း မသရွွဲ့ရ ာ်းန္ငှို သ် အာင ် ထမှိ ််း ြုံပ်သည ်ဲ့ ကရှိ ှိယာ
ミャンマー語_pdfplumber_抽出_最終版.csv,46,18.0,安全支柱,ခပြုံတက် မညအ်ဲ့ န္ရတ ာယက် ာ ကယွ သ် ရ်း သထာကတ် ငှို ်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,19.0,補給（する）,ခဖညခ်ဲ့ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,20.0,駐車（する）,(ပါကငမ် ာ) ကာ်းရပ်ခ င်း် ၊ ကာ်းထ်းှို ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,21.0,歩行者,လမ််းသာွ ်းလမ််းလာ
ミャンマー語_pdfplumber_抽出_最終版.csv,46,22.0,車両,ေ်း တပ်ယာဥ်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,23.0,死角,(ယာဥ်သမာင်း် ) မ ကက် ယွ ်
ミャンマー語_pdfplumber_抽出_最終版.csv,46,24.0,斜面,ကနု ်း် သစာင်း် ၊ ဆငသ် ခ သလျှာ
ミャンマー語_pdfplumber_抽出_最終版.csv,46,25.0,転圧（する）,သအာကသ် ခ သခမသာ်းမ ာ်းကှို တလမှိ ်ဲ့တ်း ု စသညတ် ခှိုဖဲ့ င ်ဲ့ ဖှိ၍ သပှိ ်သည်း် သစခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,47,1.0,接触（する）,ထ(ှိ သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,2.0,作動（する）,လပှု ်ရ ာ်းလညပ် တ်(သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,3.0,整備（する）,ြှ အဆငခ်ဲ့မငတ်ဲ့ င်(သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,4.0,点検（する）,စစ်သဆ်း(သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,5.0,動かす,သရ ွဲ့သည၊်လပှု ်ရ ာ်းသစသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,47,6.0,運転（する）,သမာင်း် န္င ်(သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,7.0,測る,တငှို ်း် သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,47,8.0,操作（する）,သမာင်း် (သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,9.0,停止（する）,ရပ်(သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,47,10.0,切る,ခဖတသ် ည၊်ရပ်သစသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,47,11.0,回す,လည ပ်ဲ့ တသ် ည၊်ခဖနသ် ဲ့ ဝသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,12.0,押す,တနွ ်း် သည၊် ( လတု ်)န္ပှိ ်သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,13.0,集める,စုစည်း် သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,14.0,触る,(လကန္် င ်ဲ့)ထသှိ ည၊်ကငှို သ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,15.0,縛る,ညသ် န္ာ ငသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,16.0,揃える,ြှ ညသှိ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,17.0,結ぶ,ထ်း ု သည၊် ညသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,18.0,しゃがむ,သဆာငသ်ဲ့ ကကာငထ်ဲ့ ငှို သ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,48,19.0,調整（する）,ြှ ကကှို ည် ှိ(သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,48,20.0,閉じる,ပှိတသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,1.0,取り出す,ထတု ယ် သူ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,2.0,戻す,ခပနထ် ာ်းသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,3.0,仕上げる,သနာကဆ် ်း ု ပှိတအ် သ ာသပ်သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,4.0,折れる,က ှိြုံ်းသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,5.0,欠ける,ပ ဲ့သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,6.0,近づく,အနာ်းကပ်လာသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,7.0,電源を入れる,လျှပ်စစ် လတု က် ဖှို ွငသ်ဲ့ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,8.0,電源を落とす,လျှပ်စစ် လတု က် ပှို ှိတသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,9.0,スイッチを切る,လတု ပ် ှိတသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,10.0,固定（する）,( ငှို မ် ာသအာင်)တပ်ဆင(် သည်)
ミャンマー語_pdfplumber_抽出_最終版.csv,49,11.0,ゆるめる,(သ ာငလ် ညသ် အာင်) သလျှာသဲ့ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,12.0,伸ばす,ဆဆွ နသ် ဲ့ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,13.0,外す,ဖယရ် ာ်းသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,14.0,曲げる,သက်းွ သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,15.0,出す,(အခပင်)ထတု သ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,49,16.0,乾かす,အသခ ာက ် သ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,50,17.0,数える,သရတကွ သ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,50,18.0,運ぶ,သယသ် ဆာငသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,50,19.0,積む,ပ ုသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,50,20.0,下ろす,သအာက ် သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,50,21.0,離れる,စွန ် ဲ့ ာွ သည၊်သရ ာငတ် မှိ ််းသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,1.0,位置,သနရာ
ミャンマー語_pdfplumber_抽出_最終版.csv,51,2.0,寸法,အတငှို ်း် အထာွ
ミャンマー語_pdfplumber_抽出_最終版.csv,51,3.0,測定（する）,တငှို ်း် တာ(သည)်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,4.0,計測（する）,ခ ငတ် ယွ တ် ငှို ်း် တာ(သည)်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,5.0,計測器,ခ ငတ် ယွ တ် ငှို ်း် တာသည ်ဲ့ ကရှိ ှိယာ
ミャンマー語_pdfplumber_抽出_最終版.csv,51,6.0,温度,အပူ ှိန်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,7.0,高さ,အခမင်ဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,51,8.0,長さ,အရ ည၊်အလ ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,51,9.0,重さ,အသလ်း ှိန်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,10.0,厚さ,အထူ
ミャンマー語_pdfplumber_抽出_最終版.csv,51,11.0,硬さ,အမာ
ミャンマー語_pdfplumber_抽出_最終版.csv,51,12.0,深さ,အနက်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,13.0,表面,မ ကန္် ာ ခပင်
ミャンマー語_pdfplumber_抽出_最終版.csv,51,14.0,すきま,ကကာ်းလပ်သနသညသ်ဲ့ နရာ
ミャンマー語_pdfplumber_抽出_最終版.csv,51,15.0,中心,ဗဟ ှို က်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,16.0,値,တနဖ် ှို်း
ミャンマー語_pdfplumber_抽出_最終版.csv,52,17.0,安定（する）,တညပ်ငမှိ ်(သည)်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,18.0,大きさ,အရွယအ် စာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,52,19.0,数,အသရအတကွ ်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,20.0,誤差,အလ၊ွ အမ ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,52,21.0,中,အတငွ ်း် ၊အထ
ミャンマー語_pdfplumber_抽出_最終版.csv,52,22.0,反対,ဆနက် ဲ့ ငေ် က၊် အခ ာ်းတစ်ဖက၊် မ ကန္် ာ င်း် ဆငှို ်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,23.0,周り,အန်း ပတဝ် န်း် က င်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,24.0,尺,ရ ု (အရ ည၊်အလျှာ်း)
ミャンマー語_pdfplumber_抽出_最終版.csv,52,25.0,青,အခပာသရာင်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,26.0,赤,အနသ ရာင်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,27.0,白,အခဖြူသရာင်
ミャンマー語_pdfplumber_抽出_最終版.csv,52,28.0,黄色,အဝါသရာင်
ミャンマー語_pdfplumber_抽出_最終版.csv,53,3.0,掃く,(တခ မကစ် ည်း် )လည ်း် က င်း် သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,53,4.0,持ち上げる,မသည်
ミャンマー語_pdfplumber_抽出_最終版.csv,53,5.0,束ねる,စည်း် သည်
ミャンマー語_pdfplumber_抽出_最終版.csv,53,6.0,足をくじく,သခ ဆစ်သ ါကသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,54,1.0,一輪車,ေ်း တစ်ေ်း သာပါသည ်ဲ့ ပစစည်း် သယလ် ည ်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,54,2.0,支柱,သထာကတ် ငှို ်
ミャンマー語_pdfplumber_抽出_最終版.csv,54,3.0,ショベル,သဂေါ် ခပာ်း၊ငန်း် ခပာ်း
