言語,Page,番号,単語,翻訳
タイ語,18,4,駐車禁止,หา้ มจอดรถ
タイ語,18,5,足もと注意,ระวงั สะดดุ
タイ語,18,6,開口部注意,ระวงั ชอ่ งเปิด
タイ語,18,7,感電注意,ระวงั อันตรายจากไฟฟ้า ช็อต
タイ語,18,8,堕落注意,ระวงั ตกจากทสี่ งู
タイ語,18,9,頭上注意,ระวงั ศรี ษะ
タイ語,18,10,警報設備,อปุ กรณ์สญั ญาณเตอื นภัย ป่มุ ขอความชว่ ยเหลอื
タイ語,19,11,消火器,ถังดับเพลงิ
タイ語,19,12,AED設置場所,จดุ ตดิ ตัง้ เครอิ่ งกระตกุ หวั ใจอัตโนมัติ
タイ語,19,13,保護帽着用,สวมหมวกนริ ภัย
タイ語,19,14,安全帯使用,สวมสายรัดตัวนริ ภัยกันตก
タイ語,19,15,昇降階段,บันไดขนึ้ ลง
タイ語,19,16,休憩所,หอ้ งนั่งพัก
タイ語,19,17,最大積載荷重,รับน ้าหนักไดส้ งู สดุ
タイ語,19,18,喫煙所,ทพี่ ักสบู บหุ รี่
タイ語,19,19,整理整頓,"สะสาง สะดวก, ซอ้ นใหถ้ กู ตอ้ งสะดวกใช้ ปลอดภัย"
タイ語,19,20,安全通路,ทางเดนิ ปลอดภัย
タイ語,20,1,三連クランプ,"ชุดข้อสือ 3 ห่วงติดกัน, ชุดแคลมป์ข้อเสือ 3 ห่วงติดกัน"
タイ語,20,2,ベルトコンベア （ベルコン）,สายพานลําเลียง
タイ語,20,3,かけや,"ค้อนไม้ขนาดใหญ, ่ ตะลุมพุก"
タイ語,20,4,ランマ,"เครื(cid:1143)องกระทุ้ง,ด ิน เครื(cid:1143)องตบดิน"
タイ語,20,5,自在クランプ,ข้อเสือเป็น (ข้อเสือที(cid:1143) สามารถหมุนไปมาได)้
タイ語,20,6,キャッチクランプ,"ชุดบีมแคลมป์กับข้อ เสือ, ชุดข้อเสือกับยูแค ลมป์ (ชุดแคลมป์ที(cid:1143)มี แคลมป์ยึดบีมและข้อ เสืออยู่คู่กัน)"
タイ語,20,7,吊り上げ用クランプ,"แคลมป์ยกเหล็ก, แค ลมป์ยก, แคลมป์จับยก เหล็ก"
タイ語,20,8,直交クランプ,ข้อเสือตั(cid:1144)งฉาก
タイ語,20,9,フック,"ตะขอยก, ตะขอ"
タイ語,21,10,ストレートシャックル,สเก็นตัวย ู(อุปกรณ์ ห่วงโลหะที(cid:1143)ใช้สําหรับ คล้องยึดเข้ากับ อุปกรณ์ต่างๆ)
タイ語,21,11,滑車,รอก
タイ語,21,12,クレーン,"ปั(cid:1144)นจ, ั(cid:1143)เคนรน"
タイ語,21,13,移動式クレーン,ปั(cid:1144)นจั(cid:1143)นชนิดเคลือนท
タイ語,21,14,介しゃくロープ,เชือกพยุงกันส่าย (เชือกที(cid:1143)ห้อยอยู่กับ ของที(cid:1143)ยกด้วยปั(cid:1144))นจั
タイ語,21,15,昇降階段,บันไดขึ(cid:1144)นลงภายใน นั(cid:1143)งร้าน
タイ語,21,16,筋かい止めピン,"เดือยล็อคกากบาท, สลักล็อคกากบาท, เดือยล็อคท่อคํ(cid:1144)ายัน นั(cid:1143)งร้าน"
タイ語,21,17,脚柱ジョイント,ข้อต่อเสานั(cid:1143)งร้าน
タイ語,21,18,連結ピン,ข้อต่อ
タイ語,21,19,ジョイント金具,อุปกรณ์ข้อต่อ
タイ語,21,20,レバーブロック,รอกโยก
タイ語,22,21,電動のこ（丸のこ）,เลื(cid:1143)อยไฟฟ (้เาลื(cid:1143)อยวง เดือน)
タイ語,22,22,モンキースパナ,ประแจเลื(cid:1143)อน
タイ語,22,23,親綱支柱,เสายึดเชือกป้องกัน การตก (เชือกสําหรับ เกี(cid:1143)ยวตะขอสายรัดตัว กันตก)
タイ語,22,24,ブラケット,นั(cid:1143)งร้านท้าวแขน
タイ語,22,25,梯子,"บันไดพาด, บันไดพับ"
タイ語,23,1,親綱,เชอื กป้องกันการตก (เชอื กสา หรับเกยี่ วตะขอ สายรัดตัวกันตก)
タイ語,23,2,建枠（ビティ）,ขาตัง้ นั่งรา้ น
タイ語,23,3,メッシュシート,ตาขา่ ยกันฝ่นุ
タイ語,23,4,防音パネル,แผงกันเสยี ง
タイ語,23,5,朝顔材,ตาขา่ ยนริ ภัย
タイ語,23,6,架空線,สายไฟบนเสาไฟฟ้า
タイ語,23,7,幅木（仮設足場）,ขอบกันตกนั่งรา้ น (นั่งรา้ น ชั่วคราว)
タイ語,23,8,単管,ทอ่ เหล็ก
タイ語,23,9,脚立,"บันไดพาด, บันไดพับ"
タイ語,23,10,作業半径,รัศมกี ารท างาน
タイ語,24,11,仮ボルト,น็อตไวช้ ั่วคราว
タイ語,24,12,手直し,แกไ้ ข
タイ語,24,13,面一,ท าใหว้ สั ดสุ องชนดิ เรยี บ เสมอกัน
タイ語,24,14,点検事項,รายการตรวจเช็ค
タイ語,24,15,積載荷重,น ้าหนักบรรทกุ
タイ語,24,16,すき間,ชอ่ งวา่ ง
タイ語,24,17,通りを見る,"ตรวจยนื ยัน, ตรวจยนื ยันวา่ เป็นแนวตรง"
タイ語,24,18,組立,ประกอบ
タイ語,24,19,地組,ประกอบทพี่ นื้
タイ語,24,20,天端,ระดับบนสดุ
タイ語,25,21,玉掛け,การเกยี่ วเชอื กเขา้ กับและ ถอดเชอื กออกจากตะขอ ปั้นจนั่
タイ語,25,22,合図,การใหส้ ญั ญาน
タイ語,25,23,定格荷重,พกิ ัดน ้าหนัก
タイ語,25,24,たち,แนวตัง้ ของเสา
タイ語,25,25,職長,หวั หนา้ งาน
タイ語,26,1,安全カバー,ฝาครอบป้องกัน
タイ語,26,2,安全帯,"สายรัดตัวนริ ภัย, ชดุ เซฟตี้ กันตก"
タイ語,26,3,インサート,"พกุ ฝังคอนกรตี , ปล๊ักฝัง คอนกรตี"
タイ語,26,4,スペーサ,ลกู ปนู
タイ語,26,5,鉄筋,"เหล็กเสรมิ , เหล็กเสรมิ แรง"
タイ語,26,6,電工ドラム（ドラム）,ลอ้ เก็บสายไฟ (โรล สายไฟ)
タイ語,26,7,電動丸のこ（電のこ）,เลอื่ ยวงเดอื นไฟฟ้า (เลอื่ ยไฟฟ้า)
タイ語,26,8,パッキン,วสั ดกุ ันซมึ รอยตอ่
タイ語,26,9,小バール,ชะแลงขนาดเล็ก
タイ語,26,10,大バール,ชะแลงขนาดใหญ่
タイ語,27,11,化粧合板,ไมอ้ ัดเคลอื บ
タイ語,27,12,普通合板,ไมอ้ ัดธรรมดา
タイ語,27,13,スタイロフォーム,โฟม
タイ語,27,14,面木,"สามเหลยี่ มลบมมุ , บัวไม้ สามเหลยี่ ม"
タイ語,27,15,バイブレーター,เครอื่ งสนั่ คอนกรตี
タイ語,27,16,剥離剤,น ้ายาถอดแบบ
タイ語,27,17,けこみ板,ไมบ้ ันไดลกู ตัง้
タイ語,27,18,目地棒,วสั ดกุ ัน้ ใหเ้กดิ แนวร่อง รอยตอ่
タイ語,27,19,コンクリート,คอนกรตี
タイ語,27,20,コンベックス,ตลับเมตร
タイ語,28,21,作業用手袋,ถงุ มอื สา หรับใชป้ ฏบิ ัตงิ าน
タイ語,28,22,差金,ฉากเหล็ก
タイ語,28,23,水平器,"ระดับน ้า, เครอื่ งวดั ระดับ"
タイ語,28,24,墨さし,ปากกาสา หรับใชต้ เี สน้
タイ語,28,25,墨つぼ,บักเตา้ ตเี สน้
タイ語,29,1,丸セパレーター （丸セパ）,อปุ กรณ์ยดึ แบบระบบ ฟอรม์ ไท (ฟอรม์ ไท)
タイ語,29,2,天端釘,หมดุ ชว่ ยในการปรับระดับ สนั คอนกรตี ฐานราก
タイ語,29,3,ケレン,ท าความสะอาด
タイ語,29,4,型枠支保工,ค ้ายัน
タイ語,29,5,基礎型枠 （メタルフォーム）,แบบหลอ่ คอนกรตี ฐานราก (แบบเหล็ก)
タイ語,29,6,釘仕舞い,ถอนตะปอู อกและจัดเก็บ หลังจบงาน
タイ語,29,7,スラブ天端,ระดับบนสดุ ของพนื้
タイ語,29,8,高さ（タッパ）,ความสงู (สว่ นสงู )
タイ語,29,9,建込み,ประกอบวสั ดกุ อ่ สรา้ งใน แนวตัง้ ทตี่ าแหน่งตามที่ ก าหนดในแบบ
タイ語,29,10,通り,เป็นแนวเสน้ ตรง
タイ語,30,11,蹴上げ,ความสงู ของขัน้ บันได
タイ語,30,12,蹴込み,สว่ นทขี่ ัน้ บันไดเหลอื่ มกัน
タイ語,30,13,工具の手入れ,ดแู ลรักษาเครอื่ งมอื
タイ語,30,14,下げ振り,สายดงิ่
タイ語,30,15,地墨,ท าเครอื่ งหมายเพอื่ ก าหนดต าแหน่งกอ่ สรา้ ง บนพนื้ ฐานราก
タイ語,30,16,捨てコンクリート,"การเทลนี , การเทคอนกรตี เพอื่ ปรับผวิ หนา้ ดนิ"
タイ語,30,17,はね出し,สว่ นทยี่ นื่ ออกมา
タイ語,30,18,はらみ,เบง่ บวม
タイ語,30,19,前面,ดา้ นหนา้
タイ語,30,20,養生,บม่
タイ語,31,21,レベル,"ระดับ, เครอื่ งวดั ระนาบ"
タイ語,31,22,割付,การแบง่ พนื้ ทบี่ นแบบ แปลนเพอื่ ก าหนดจดุ ตดิ ตัง้ อยา่ งถกู ตอ้ ง
タイ語,31,23,埋め込み金物,อปุ กรณ์โลหะแบบฝังอยู่ ในคอนกรตี เพอื่ เป็น รากฐานของตัวยดึ สา หรับ ตดิ ตัง้ อปุ กรณ์ตา่ งๆ
タイ語,31,24,解体する（バラス）,รอื้ ถอน (ถอดเป็นชนิ้ ๆ)
タイ語,31,25,かぶり寸法,"ระยะคอนกรตี หมุ้ ผวิ เหล็ก, ระยะหมุ้ ของคอนกรตี"
タイ語,32,1,異形棒鋼,เหล็กขอ้ ออ้ ย
タイ語,32,2,結束線,ลวดผกู เหล็ก
タイ語,32,3,結束工具,เครอื่ งมอื ทใี่ ชก้ ารผกู เหล็ก
タイ語,32,4,鉄筋切断機,เครอื่ งตัดเหล็กเสรมิ
タイ語,32,5,鉄筋曲げ加工機,เครอื่ งดัดเหล็กเสรมิ
タイ語,32,6,フック,"ดัดโคง้ , ดัดงอเป็นขอ"
タイ語,32,7,保護帽（ヘルメット）,หมวกนริ ภัย (หมวกเซฟต)ี้
タイ語,32,8,アンカー,สมอ
タイ語,32,9,加工場,โรงแปรรูป
タイ語,32,10,スペーサ―,ลกู ปนู
タイ語,33,11,ドーナツ,ลกู ปนู กลม
タイ語,33,12,加工配筋図,แบบการวางและดัดเหล็ก เสรมิ
タイ語,33,13,配筋詳細図,แบบละเอยี ดของการวาง เหล็กเสรมิ
タイ語,33,14,開口補強筋,การเสรมิ เหล็กชอ่ งเปิด
タイ語,33,15,幅止め筋,เหล็กเสรมิ ทใี่ สเ่ พมิ่ เมอื่ มี การผกู เหล็กเสรมิ สองชัน้ เพอื่ ยดึ ใหร้ ะยะหา่ งระหวา่ ง เหล็กคงที่
タイ語,33,16,差筋,เหล็กเดอื ย
タイ語,33,17,柱主筋,"เหล็กเสรมิ หลักในเสา, เหล็กยนื"
タイ語,33,18,柱配筋,การวางเหล็กเสรมิ ในเสา
タイ語,33,19,スラブ筋,เหล็กเสรมิ ในพนื้
タイ語,33,20,ベース筋,เหล็กเสรมิ ในฐานราก
タイ語,34,21,帯筋（フープ）,เหล็กปลอกเสา (เหล็ก ปลอกรัดรอบ)
タイ語,34,22,下端筋,เหล็กเสรมิ ลา่ ง
タイ語,34,23,上端筋,เหล็กเสรมิ บน
タイ語,34,24,主筋,เหล็กเสรมิ หลัก
タイ語,34,25,あばら筋,เหล็กปลอกคาน
タイ語,35,1,はかま筋,เหล็กเสรมิ ครอบเหล็ก เสรมิ ในฐานราก
タイ語,35,2,縦筋,เหล็กเสรมิ แนวตัง้
タイ語,35,3,下筋,เหล็กเสรมิ ลา่ ง
タイ語,35,4,横筋,เหล็กเสรมิ แนวนอน
タイ語,35,5,腹筋,เหล็กเสรมิ ทเี่ รยี งขนานกับ เหล็กเสรมิ หลัก
タイ語,35,6,配力筋,เหล็กเสรมิ ทตี่ ัง้ ฉากกับ เหล็กเสรมิ หลักทรี่ ับแรง
タイ語,35,7,上筋,เหล็กเสรมิ บน
タイ語,35,8,スパイラル筋,เหล็กปลอกเกลยี ว
タイ語,35,9,鉄筋径,เสน้ ผา่ นศนู ยก์ ลางของ เหล็กเสรมิ
タイ語,35,10,かぶり厚さ,"ความหนาของระยะ คอนกรตี หมุ้ ผวิ เหล็ก, ความหนาของระยะหมุ้ ของคอนกรตี"
タイ語,36,11,角度,มมุ
タイ語,36,12,シングル,เหล็กเสรมิ ชัน้ เดยี ว
タイ語,36,13,ダブル,เหล็กเสรมิ สองชัน้
タイ語,36,14,千鳥結束,เหล็กเสรมิ สองชัน้ ผกู สลับ
タイ語,36,15,切断寸法,ขนาดความยาวของการตัด
タイ語,36,16,加工寸法,ขนาดการแปรรูป
タイ語,36,17,重ね継手,การตอ่ ทาบเหล็ก
タイ語,36,18,圧接継手,การตอ่ เหล็กดว้ ยการเชอื่ ม แกส๊ และแรงดัน
タイ語,36,19,開口部,ชอ่ งเปิด
タイ語,36,20,溶接金網,ตะแกรงเหล็กเชอื่ ม
タイ語,37,21,搬出,ล าเลยี งออก
タイ語,37,22,搬入,ล าเลยี งเขา้
タイ語,37,23,基礎,ฐานราก
タイ語,37,24,機械式継手,ขอ้ ตอ่ เหล็กเชงิ กล
タイ語,37,25,配筋検査,การตรวจสอบการจัดวาง เหล็กเสรมิ
タイ語,38,1,トラクタ,รถแทรกเตอร์
タイ語,38,2,ブルドーザ,รถดันดนิ
タイ語,38,3,トラクタショベル,รถตัก
タイ語,38,4,ホイルローダ,รถตักลอ้ ยำง
タイ語,38,5,ダンプトラック,รถบรรทกุ เททำ้ ย
タイ語,38,6,油圧ショベル,รถขดุ ระบบไฮดรอลกิ
タイ語,38,7,バックホウ,รถแบคโฮ
タイ語,38,8,ローディングショベル,รถขดุ ขนำดใหญ่
タイ語,38,9,ローラ,รถบดดนิ
タイ語,38,10,バケット,บงุ้ ก๋ี
タイ語,39,11,ブーム,บมู
タイ語,39,12,アーム,อำรม์
タイ語,39,13,ブレード（排土板）,ใบมดี (ใบดันดนิ )
タイ語,39,14,タイヤ,ยำงรถ
タイ語,39,15,クローラ,ตนี ตะขำบ
タイ語,39,16,キー（鍵）,คยี ์ (กญุ แจ)
タイ語,39,17,作業装置 （アタッチメント）,สว่ นทที่ ำงำน(อปุ กรณ์)
タイ語,39,18,エンジン,เครอื่ งยนต์
タイ語,39,19,ディーゼルエンジン,เครอื่ งยนตด์ เี ซล
タイ語,39,20,エンジンオイル,น ้ำมันเครอื่ ง
タイ語,40,21,オルタネータ （充電発電機）,"อัลเทอรเ์ นเตอร,์ ไดชำรจ์ (เครอื่ งปั่นไฟและสำมำรถ ชำรจ์ ไฟเขำ้ แบตเตอร)ี่"
タイ語,40,22,バッテリ,แบตเตอรี่
タイ語,40,23,燃料,เชอื้ เพลงิ
タイ語,40,24,軽油,น ้ำมันดเี ซล
タイ語,40,25,ブレーキ,เบรค
タイ語,41,1,油圧シリンダ,กระบอกสบู ไฮดรอลกิ
タイ語,41,2,油圧モータ,มอเตอรไ์ ฮดรอลกิ
タイ語,41,3,油圧ポンプ,ป๊ัมไฮดรอลกิ
タイ語,41,4,水漏れ,น ้ำรั่ว
タイ語,41,5,油漏れ,น ้ำมันรั่ว
タイ語,41,6,冷却水,น ้ำหลอ่ เย็น
タイ語,41,7,ブレーキ液,น ้ำมันเบรค
タイ語,41,8,燃料タンク,ถังน ้ำมัน
タイ語,41,9,ファンベルト,สำยพำนพัดลมหมอ้ น ้ำ
タイ語,41,10,空気圧,แรงดันลมยำง
タイ語,41,11,クラッチ,คลัตช์
タイ語,41,12,急発進,เหยยี บคันเรง่ ออกตัวทันที
タイ語,41,13,急ブレーキ,กดเบรคใหค้ วำมเร็วลดลง ทันที
タイ語,42,14,アイドリング,สภำวะของเครอื่ งยนตท์ ี่ หมนุ ดว้ ยอตั รำรอบต ำ่ สดุ เปลำ่ ๆ
タイ語,42,15,走行,รถแลน่
タイ語,42,16,旋回,หมนุ
タイ語,42,17,安全ロック,เซฟตลี้ ็อค
タイ語,42,18,安全支柱,เสำค ้ำเพอื่ ควำมปลอดภัย
タイ語,42,19,補給（する）,(กำร)เตมิ
タイ語,42,20,駐車（する）,(กำร)จอดรถ
タイ語,42,21,歩行者,คนเดนิ เทำ้
タイ語,42,22,車両,ยำนพำหนะมลี อ้ ทวี่ งิ่ บนบก
タイ語,42,23,死角,จดุ บอด
タイ語,42,24,斜面,"ทำงลำด, พนื้ ทลี่ ำดเอยี ง"
タイ語,42,25,転圧（する）,(กำร)บดอดั
タイ語,43,1,接触（する）,การชน (ชน)
タイ語,43,2,作動（する）,การท างาน (ท างาน)
タイ語,43,3,整備（する）,การซอ่ มบ ารงุ (ซอ่ มบ ารงุ )
タイ語,43,4,点検（する）,การตรวจเช็ค (ตรวจเช็ค)
タイ語,43,5,動かす,เดนิ เครอื่ ง
タイ語,43,6,運転（する）,การขับ (ขับ)
タイ語,43,7,測る,วัด
タイ語,43,8,操作（する）,การควบคมุ การท างาน (ควบคมุ การท างาน)
タイ語,43,9,停止（する）,"การหยดุ (หยดุ ) , การจอด (จอด)"
タイ語,43,10,切る,ตัด
タイ語,43,11,回す,หมนุ
タイ語,43,12,押す,"ผลัก, ดัน"
タイ語,43,13,集める,รวบรวม
タイ語,43,14,触る,"แตะตอ้ ง, สมั ผัส"
タイ語,43,15,縛る,"มัด, รัด"
タイ語,43,16,揃える,"ท ำใหเ้ทำ่ กนั , จัดใหเ้สมอ"
タイ語,43,17,結ぶ,"ผกู , มัด"
タイ語,43,18,しゃがむ,นั่งยองๆ
タイ語,43,19,調整（する）,การปรับ (ปรับ)
タイ語,43,20,閉じる,ปิด
タイ語,44,1,取り出す,เอาออก
タイ語,44,2,戻す,กลับคนื
タイ語,44,3,仕上げる,ท าใหเ้สร็จ
タイ語,44,4,折れる,หัก
タイ語,44,5,欠ける,บนิ่
タイ語,44,6,近づく,เขา้ ใกล้
タイ語,44,7,電源を入れる,เปิดเครอื่ ง
タイ語,44,8,電源を落とす,ตัดไฟ
タイ語,44,9,スイッチを切る,ปิดสวติ ช์
タイ語,44,10,固定（する）,การยดึ ใหค้ งท ี่ (ยดึ ใหค้ งท)ี่
タイ語,44,11,ゆるめる,คลาย
タイ語,44,12,伸ばす,ยดื
タイ語,44,13,外す,ถอดออก
タイ語,44,14,曲げる,งอ
タイ語,44,15,出す,"ยนื่ , สง่"
タイ語,44,16,乾かす,ท าใหแ้ หง้
タイ語,44,17,数える,นับ
タイ語,44,18,運ぶ,ขน
タイ語,44,19,積む,วางซอ้ น
タイ語,44,20,下ろす,เอาลง
タイ語,44,21,離れる,ออกหา่ ง
タイ語,45,1,位置,ต ำแหน่ง
タイ語,45,2,寸法,ขนำด
タイ語,45,3,測定（する）,การวดั (วดั )
タイ語,45,4,計測（する）,การวดั (วดั )
タイ語,45,5,計測器,"อปุ กรณ์วดั , เกจวดั"
タイ語,45,6,温度,อณุ หภมู ิ
タイ語,45,7,高さ,ควำมสงู
タイ語,45,8,長さ,ควำมยำว
タイ語,45,9,重さ,น ้ำหนัก
タイ語,45,10,厚さ,ควำมหนำ
タイ語,45,11,硬さ,ควำมแข็ง
タイ語,45,12,深さ,ควำมลกึ
タイ語,45,13,表面,พนื้ ผวิ
タイ語,45,14,すきま,ชอ่ งวำ่ งแคบๆ
タイ語,45,15,中心,ศนู ยก์ ลำง
タイ語,46,16,値,คำ่
タイ語,46,17,安定（する）,"ความเสถยี ร (เสถยี ร), ความ มนั่ คง (มนั่ คง)"
タイ語,46,18,大きさ,ขนำด
タイ語,46,19,数,จ ำนวน
タイ語,46,20,誤差,ควำมคลำดเคลอื่ น
タイ語,46,21,中,ขำ้ งใน
タイ語,46,22,反対,ตรงขำ้ ม
タイ語,46,23,周り,รอบ
タイ語,46,24,尺,หน่วยควำมยำวของญปี่ ่นุ
タイ語,46,25,青,น ้ำเงนิ
タイ語,46,26,赤,แดง
タイ語,46,27,白,ขำว
タイ語,46,28,黄色,เหลอื ง
タイ語,47,1,片づける,เก็บของเขา้ ที่
タイ語,47,2,捨てる,ทงิ้
タイ語,47,3,掃く,กวาด
タイ語,47,4,持ち上げる,ยกขนึ้
タイ語,47,5,束ねる,มัดรวม
タイ語,47,6,足をくじく,ขาแพลง
タイ語,48,1,一輪車,รถเข็นลอ้ เดยี่ ว
タイ語,48,2,支柱,ไมค้ ้ายัน
タイ語,48,3,ショベル,"เสยี บ, พลั่ว"
タイ語,48,4,かけや,คอ้ นหัวไม้
ベトナム語,1,1,技能実習,Thực tập kỹ năng
ベトナム語,1,2,技能実習生,Thực tập sinh kỹ năng
ベトナム語,1,3,工場,Nhà máy
ベトナム語,1,4,製造,Chế tạo
ベトナム語,1,5,機械,Máy móc
ベトナム語,1,6,安全,An toàn
ベトナム語,1,7,危険（な）,Nguy hiểm (tính từ)
ベトナム語,1,8,危ない,Nguy hiểm
ベトナム語,1,9,清掃,Làm vệ sinh
ベトナム語,1,10,非常口,Cửa thoát hiểm
ベトナム語,1,11,注意,Chú ý
ベトナム語,1,12,火事,Hỏa hoạn
ベトナム語,1,13,事故,Sự cố
ベトナム語,1,14,服装,Trang phục
ベトナム語,1,15,安全装置,Thiết bị an toàn
ベトナム語,2,1,安全カバー,Nắp đậy an toàn
ベトナム語,2,2,けが,Vết thương
ベトナム語,2,3,けがをする,Bị thương
ベトナム語,2,4,電源,Nguồn điện
ベトナム語,2,5,電源を切る,Tắt nguồn điện
ベトナム語,2,6,非常停止ボタン,Nút dừng khẩn cấp
ベトナム語,2,7,非常停止ボタンを押す,Nhấn nút dừng khẩn cấp
ベトナム語,2,8,ルール,Quy tắc
ベトナム語,2,9,ルールを守る,Tuân thủ quy tắc
ベトナム語,2,10,止める,Cho dừng
ベトナム語,2,11,機械を止める,Cho dừng máy
ベトナム語,2,12,やって,Hãy làm
ベトナム語,2,13,止めて,Hãy dừng lại
ベトナム語,2,14,取って,Hãy lấy
ベトナム語,2,15,だめ（な）,"(tính từ) Không được, kh ông tốt"
ベトナム語,3,1,監理団体,Đoàn thể giám sát (nghiệp đoàn)
ベトナム語,3,2,技術移転,Chuyển giao kỹ thuật
ベトナム語,3,3,技能実習期間,Thời gian thực tập kỹ năng
ベトナム語,3,4,職種,Ngành nghề
ベトナム語,3,5,在留資格,Tư cách lưu trú
ベトナム語,3,6,パスポート,Hộ chiếu
ベトナム語,3,7,在留カード,Thẻ lưu trú
ベトナム語,3,8,入管,Cục quản lý nhập cảnh
ベトナム語,3,9,在留期間,Thời hạn lưu trú
ベトナム語,3,10,雇用契約,Hợp đồng tuyển dụng
ベトナム語,3,11,給与明細,Bảng chi tiết lương
ベトナム語,3,12,給料,Lương
ベトナム語,3,13,残業手当,Trợ cấp làm tăng ca
ベトナム語,3,14,労働時間,Thời gian làm việc
ベトナム語,4,1,控除（する）,(động từ) Khấu trừ
ベトナム語,4,2,ボーナス,Tiền thưởng
ベトナム語,4,3,有休,Nghỉ phép có lương
ベトナム語,4,4,代休,Nghỉ bù
ベトナム語,4,5,労働基準法,Luật lao động cơ bản
ベトナム語,4,6,労働条件,Điều kiện lao động
ベトナム語,4,7,税金,Tiền thuế
ベトナム語,4,8,所得税,Thuế thu nhập
ベトナム語,4,9,住民税,Thuế cư dân
ベトナム語,4,10,厚生年金,Lương hưu
ベトナム語,4,11,雇用保険,Bảo hiểm thất nghiệp
ベトナム語,5,12,健康保険,Bảo hiểm y tế
ベトナム語,5,13,社会保険,Bảo hiểm xã hội
ベトナム語,5,14,労災,Tai nạn lao động
ベトナム語,5,15,労災保険,Bảo hiểm tai nạn lao đ ộng
ベトナム語,6,1,遅刻（する）,(động từ) Đi muộn
ベトナム語,6,2,早退（する）,(động từ) Về sớm
ベトナム語,6,3,休憩（する）,(động từ) Nghỉ giải lao
ベトナム語,6,4,残業（する）,(động từ) Làm thêm giờ
ベトナム語,6,5,定時,Giờ quy định
ベトナム語,6,6,規則,Quy tắc
ベトナム語,6,7,休日,Ngày nghỉ
ベトナム語,6,8,始業時間,Giờ bắt đầu làm việc
ベトナム語,6,9,終業時間,Giờ kết thúc làm việc
ベトナム語,6,10,指導員,Người hướng dẫn
ベトナム語,6,11,生活指導員,Người hướng dẫn đời sống
ベトナム語,6,12,担当者,Người phụ trách
ベトナム語,6,13,スイッチ入れるな,Không được bật công tắc
ベトナム語,6,14,スイッチ切るな,Không được tắt công tắc
ベトナム語,6,15,使用禁止,Cấm sử dụng
ベトナム語,7,1,5S,5S
ベトナム語,7,2,整理,Seiri (sàng lọc)
ベトナム語,7,3,整頓,Seiton (sắp xếp)
ベトナム語,7,4,清掃,Seisou (sạch sẽ)
ベトナム語,7,5,清潔,Seiketsu (săn sóc)
ベトナム語,7,6,しつけ,Shitsuke (sẵn sàng)
ベトナム語,8,7,掃除（する）,(động từ) Làm vệ sinh
ベトナム語,8,8,片づける,Dọn dẹp
ベトナム語,8,9,捨てる,Vứt bỏ
ベトナム語,8,10,汚い,Bẩn
ベトナム語,8,11,汚れる,Bị bẩn
ベトナム語,8,12,分別（する）,(động từ) Phân loại
ベトナム語,8,13,燃えないごみ,Rác không cháy được
ベトナム語,8,14,燃えるごみ,Rác cháy được
ベトナム語,8,15,挟まれる,Bị kẹp vào
ベトナム語,8,16,巻き込まれる,Bị cuốn vào
ベトナム語,8,17,やけど（する）,(động từ) Bị bỏng
ベトナム語,8,18,落ちる,Bị rơi
ベトナム語,8,19,すべる,Trơn
ベトナム語,9,20,転ぶ,Bị ngã
ベトナム語,9,21,濡れる,Bị ướt
ベトナム語,9,22,衛生,Vệ sinh
ベトナム語,9,23,避難（する）,"(động từ) Sơ tán, lánh nạn"
ベトナム語,9,24,救急車,Xe cứu thương
ベトナム語,9,25,災害,Thảm họa
ベトナム語,9,26,地震,Động đất
ベトナム語,9,27,もぐる,Chui xuống
ベトナム語,10,1,火気厳禁,Cấm lửa
ベトナム語,10,2,開放厳禁,Cấm mở
ベトナム語,10,3,標識,Bảng hiệu
ベトナム語,10,4,気をつける,"Chú ý, cẩn thận"
ベトナム語,10,5,持ち込む,Mang vào
ベトナム語,10,6,防ぐ,Phòng ngừa
ベトナム語,10,7,火,Lửa
ベトナム語,10,8,煙,Khói
ベトナム語,10,9,消火,Chữa cháy
ベトナム語,10,10,消火器,Bình chữa cháy
ベトナム語,10,11,非常ベル,Chuông khẩn cấp
ベトナム語,10,12,火災報知機,Thiết bị báo cháy
ベトナム語,10,13,逃げる,Trốn chạy
ベトナム語,10,14,現場,Hiện trường
ベトナム語,10,15,作業,Thao tác
ベトナム語,10,16,ミーティング,Cuộc họp
ベトナム語,10,17,研修（する）,(động từ) Đào tạo
ベトナム語,11,18,実習（する）,(động từ) Thực tập
ベトナム語,11,19,あいさつ,Chào hỏi
ベトナム語,11,20,確認（する）,"(động từ) Kiểm tra, xác nhận"
ベトナム語,11,21,報告（する）,(động từ) Báo cáo
ベトナム語,11,22,連絡（する）,(động từ) Liên lạc
ベトナム語,11,23,相談（する）,(động từ) Thảo luận
ベトナム語,11,24,渡す,Đưa
ベトナム語,11,25,申請書,Đơn xin
ベトナム語,11,26,寝坊（する）,(động từ) Ngủ quên
ベトナム語,12,1,技能,Kỹ năng
ベトナム語,12,2,技能検定試験,Kỳ thi kiểm tra kỹ năng
ベトナム語,12,3,受検（する）,"(danh từ) Sự dự thi, thi"
ベトナム語,12,,,"(động từ) Dự thi, thi"
ベトナム語,12,4,資格,Tư cách
ベトナム語,12,5,手当,Trợ cấp
ベトナム語,12,6,社員,Nhân viên công ty
ベトナム語,12,7,部長,Trưởng ban
