言語,Page,番号,単語,翻訳
ミャンマー語,31,18,目地棒,ကနွ က် ရစ်တငွ ် သခမာင်း် သဖာ်ရန ် ထညသ်ဲ့ သာ အသ ာင်း်
ミャンマー語,31,19,コンクリート,ကနွ က် ရစ်
ミャンマー語,32,20,コンベックス,အလ ာ်းတငှို ်း် သည ်ဲ့ သသ ပတအ လပှိ ်
ミャンマー語,32,21,作業用手袋,လပု ်ငန်း် ငွ သ် ်း ု လကအ် ပှိ ်
ミャンマー語,32,22,差金,သသ ပတသ ထာငမ်ဲ့ န ် အသကာက်
ミャンマー語,32,23,水平器,သရခပငည် တ ငှို ်း် သည ်ဲ့ ကရှိ ှိယာ
ミャンマー語,32,24,墨さし,သစ်သာ်းတငွ ် အမ တအ် သာ်း သရ်းခ စ်ရန် သ်း ု သသာ ဝါ်း ျွနခ်ပာ်း
ミャンマー語,32,25,墨つぼ,မငအ် နက ် ထညသ်ဲ့ သာ သစ်သာ်းအု်းှိ
ミャンマー語,33,1,丸セパレーター （丸セパ）,ပ ုစ ကွ သ် ောငတ် ပ်ဆငရ် ာ တငွ ် သတမ် တထ် ာ်းသသာ အက ယက် ှို မ နက် နစ် ွာ ထနှိ ်း် ရန ် သ်း ု သသာ သတတ ြုံသ ာင်း်
ミャンマー語,33,2,天端釘,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語,33,3,ケレン,သနရ် ဲ့ င်း် သရ်း
ミャンマー語,33,4,型枠支保工,ကနွ က် ရစ်သလာင်း် ှိနတ် ငွ ် ပ ုစ ကွ သ် ောငက် ှို သထာကက် နသ် ည ်ဲ့ လပု ်ငန်း်
ミャンマー語,33,5,基礎型枠 （メタルフォーム）,သအာက ် က နွ က် ရစ်တငွ ် သဒါငလ် ကှို စ် ှိုကထ် ာ်းသသာ သတ ငှို ပ် တလ် ည၌် ဆငသ် သာသောင်
ミャンマー語,33,6,釘仕舞い,ရုှိကထ် ာ်းသသာ သသ ာင်း် မ ာ်းက ှို ခပနန္် တှု သ် မှိ ််းဆည်း် ခ င်း်
ミャンマー語,33,7,スラブ天端,ကကမ််းခပငခ်ပာ်း
ミャンマー語,33,8,高さ（タッパ）,အခမင်ဲ့
ミャンマー語,33,9,建込み,သဒါငလ် ကှို ် တပ်ဆငခ် င်း်
ミャンマー語,34,10,通り,ခပနခ်ပငခ် င်း်
ミャンマー語,34,11,蹴上げ,သလက ာ်းတစ်ဆင၏်ဲ့ အခမင်ဲ့
ミャンマー語,34,12,蹴込み,သလက ာ်း၏ သခ နင်း် အက ယ်
ミャンマー語,34,13,工具の手入れ,ကရှိ ှိယာမ ာ်းက ှို ခပြုံခပငထ် နှိ ်း် သမှိ ််းခ င်း်
ミャンマー語,34,14,下げ振り,ှိနသ် ်း
ミャンマー語,34,15,地墨,ကကမ််းခပင ် စသညတ် တှို ဲ့ ငွ ် ခ စ်မ တထ် ာ်းသသာ မင်
ミャンマー語,34,16,捨てコンクリート,သခမသာ်းသပေါ်တငွ သ် ရ ်းဥ ်းစွာ သလာင်း် သသာ ကနွ က် ရစ်အလာ
ミャンマー語,34,17,はね出し,ကျွ ထကွ သ် နခ င်း်
ミャンマー語,34,18,はらみ,သဖာင်း် ကကခ င်း်
ミャンマー語,35,19,前面,သရ ွဲ့မ ကန္် ာ ခပင်
ミャンマー語,35,20,養生,ပပ ်းသာွ ်းသသာအပှိုင်း် မ ာ်းကှို ထ ှိ ကှို မ် ှုမရှိ သစရန ် ထနှိ ်း် သမှိ ််းခ င်း်
ミャンマー語,35,21,レベル,အနမှိ ်ဲ့အခမင၊်ဲ့ သရခပငည်
ミャンマー語,35,22,割付,သွ ဝသတမ် တခ် င်း်
ミャンマー語,35,23,埋め込み金物,ြှ ခမြုံပ်ထာ်းသသာ သထ ညပ် စစည်း်
ミャンマー語,35,24,解体する（バラス）,ပဖှိြုံဖ ကသ် ည်
ミャンマー語,35,25,かぶり寸法,သသ ာင်း် ကအှို ုပ်သည ်ဲ့ ကနွ က် ရစ်၏ အထူ
ミャンマー語,36,1,異形棒鋼,ပ ုသဏ္ဍာနမ် တညူ သ ည ်ဲ့ သသ ာင်း် မ ာ်း
ミャンマー語,36,2,結束線,တ ွ ညသ် ညက်ဲ့ကြုံှိ်း
ミャンマー語,36,3,結束工具,ညသ် န္ာ ငသ် ညက်ဲ့ ရှိ ှိယာ
ミャンマー語,36,4,鉄筋切断機,သသ ာင်း် ခဖတစ် က်
ミャンマー語,36,5,鉄筋曲げ加工機,သသ ာင်း် သက်းွ စက်
ミャンマー語,36,6,フック,သသ ာင်း် အဖ ာ်းရှိ သက်းွ ထာ်းသညအ်ဲ့ ပှိုင်း်
ミャンマー語,36,7,保護帽（ヘルメット）,ကာကယွ သ် ရ်းဥ ်းထပု ် (Helmet)
ミャンマー語,36,8,アンカー,ကနွ က် ရစ်မ အစွန်း် ထကွ သ် သ ာင်း်
ミャンマー語,36,9,加工場,အလပု ်ရု
ミャンマー語,37,10,スペーサ―,ကနွ က် ရစ်သလာင်း် ှိန ် သသ ာင်း် မလပှု ်ရနန္် င ်ဲ့ သသ ာင်း် ၏ ကနွ က် ရစ် အတငွ ်း် ရှိ အနကက် ှို ထနှိ ်း် ရန ် သ်း ု သညပ်ဲ့ စစည်း်
ミャンマー語,37,11,ドーナツ,သသ ာင်း် ၏ ကနွ က် ရစ် အတငွ ်း် ရှိ အနကက် ှို ထနှိ ်း် ရန ် သသ ာင်း် တငွ ် တပ်သည ်ဲ့ ပလပ်စတစ်ခပာ်း
ミャンマー語,37,12,加工配筋図,သက ကူ နွ က် ရစ် တညသ် ဆာကရ် နပ် ု
ミャンマー語,37,13,配筋詳細図,သက ကူ နွ က် ရစ် တညသ် ဆာကခ် င်း် အသသ်းစှိတပ် ု
ミャンマー語,37,14,開口補強筋,အသပါက ် အာ်းကသူ သ ာင်း်
ミャンマー語,37,15,幅止め筋,သသ ောင၏် အက ယ ် ပငမှိ ်သစရန ် ကနလ် ဲ့ န ် ဲ့ ထ ာ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語,37,16,差筋,(ကနွ က် ရစ်တငွ ်) အစွန်း် ထကွ သ် သ ာင်း် က ှို စှိုကသ် ငွ ်း် ခ င်း်
ミャンマー語,37,17,柱主筋,သကာ်လတ ငှို ် အဓှိကသတ ငှို ်
ミャンマー語,37,18,柱配筋,သကာ်လတ ငှို အ် ာ်း သထာကက် နသ် ပ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語,38,19,スラブ筋,ကကမ််း င်း် အတငွ ်း် ရှိ သသ ာင်း်
ミャンマー語,38,20,ベース筋,သအာက ် သ သ ာင်း်
ミャンマー語,38,21,帯筋（フープ）,သကာ်လတ ငှို သ် သ ာင်း် အာ်း ပတထ် ာ်းသညသ်ဲ့ သ ွ
ミャンマー語,38,22,下端筋,ရကမ် ရှိ သသ ၏ွ သအာကေ် ကရ် ှိ သသ ာင်း်
ミャンマー語,38,23,上端筋,ရကမ် ရှိ သသ ၏ွ အသပေါ်ေကရ် ှိ သသ ာင်း်
ミャンマー語,38,24,主筋,အဓှိကသသ ာင်း်
ミャンマー語,38,25,あばら筋,ရကမ် စသည ်ဲ့ အလ ာ်းလကှို ် သနရာမ ာ်းတငွ ် သ်း ု သည ်ဲ့ သသ ာင်း် ငယ်
ミャンマー語,39,1,はかま筋,သဆ ငရ် ာတငွ ် အသပေါ်ေကခ် မ််းရှိ သသ ာင်း်
ミャンマー語,39,2,縦筋,သဒါငလ် ကှို သ် သ ာင်း်
ミャンマー語,39,3,下筋,ရကမ် ၏ သအာကပ် ှိုင်း် ရှိ သသ ာင်း်
ミャンマー語,39,4,横筋,အလ ာ်းလကှို သ် သ ာင်း်
ミャンマー語,39,5,腹筋,အဓှိကသတ ငှို န္် င အ်ဲ့ ပပှိြုံင ် ထညသ်ဲ့ ငွ ်း် ထာ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語,39,6,配力筋,အဓှိကသတ ငှို န္် င ်ဲ့ သထာငမ်ဲ့ နအ် သနအထာ်း တယွ ဆ် ကသ် ည ်ဲ့ သသ ာင်း်
ミャンマー語,39,7,上筋,ရကမ် ၏ အသပေါ် ပှိုင်း် ရှိ သသ ာင်း်
ミャンマー語,39,8,スパイラル筋,စပရငက် သ ဲ့ ှို ရဲ့ စ်သ သွ ည ်ဲ့ ပ ုစ ရှိ သသ ာင်း်
ミャンマー語,39,9,鉄筋径,သသ ောင၏် အ င်း်
ミャンマー語,39,10,かぶり厚さ,သသ ာင်း် က ှို ဖ ု်းအုပ်ထာ်းသသာ ကနွ က် ရစ်၏ အထူ
ミャンマー語,40,11,角度,သထာင်ဲ့
ミャンマー語,40,12,シングル,(သတ ငှို )် တစ်တန်း်
ミャンマー語,40,13,ダブル,(သတ ငှို )် န္စ ်တန်း်
ミャンマー語,40,14,千鳥結束,ကကကသ် ခ တ ် ညသ် န္ာ ငခ် င်း်
ミャンマー語,40,15,切断寸法,ခဖတသ် တာကမ် ည ်ဲ့ အရ ည်
ミャンマー語,40,16,加工寸法,ခပြုံခပငလ် ပု ်သဆာငမ် ည ်ဲ့ အတငှို ်း် အတာ
ミャンマー語,40,17,重ね継手,သသ ာင်း် ၂ သ ာင်း် ၏ အဖ ာ်းက ှို ထပ်၍ ဆကခ် င်း်
ミャンマー語,40,18,圧接継手,ဖှိအာ်းခဖင ်ဲ့ တယွ ဆ် ကခ် င်း်
ミャンマー語,40,19,開口部,သသ ောငဆ် ငရ် ာတငွ ် အလယ၌် နထ် ာ်း သ ဲ့ ည်ဲ့ အသပါက်
ミャンマー語,40,20,溶接金網,ဂသဟဆကထ် ာ်းသသာ သသ ာင်း် ဆန ် ါကကွ ်
ミャンマー語,41,21,搬出,(ပစစည်း် ) ထတု ခ် င်း်
ミャンマー語,41,22,搬入,(ပစစည်း် ) သငွ ်း် ခ င်း်
ミャンマー語,41,23,基礎,သအာကသ် ခ သဖာငသ် ဒ်းရ င်း်
ミャンマー語,41,24,機械式継手,သသ ာင်း် ၂ သ ာင်း် က ှို စကက် သှို ်း ု ၍ ဆကခ် င်း်
ミャンマー語,41,25,配筋検査,သသ ောငဆ် ငပ်ပ ်းသနာက ် စစ်သဆ်းမှု
ミャンマー語,42,1,トラクタ,ထနွ စ် က ် (Tractor)
ミャンマー語,42,2,ブルドーザ,သခမထ်းှို စက ် (ေဒူ ဇှို ာ)
ミャンマー語,42,3,トラクタショベル,ထရကတ် ာသရ ာ်ဗယ ် (Tractor shovel)
ミャンマー語,42,4,ホイルローダ,ကာ်းေ်း ခဖငသ်ဲ့ ာွ ်းသသာ ထရကတ် ာသရ ာ်ဗယက် ာ်း
ミャンマー語,42,5,ダンプトラック,သခမသက ာကသ် ယက် ာ်း (Dump truck)
ミャンマー語,42,6,油圧ショベル,ဟကှို ဒ် သရာလစ်သရ ာ်ဗယ ် (Hydraulic shovel)
ミャンマー語,42,7,バックホウ,ေကဟ် ်းှို
ミャンマー語,42,8,ローディングショベル,သခမသက ာကတ် ငဖ် ှိုရဲ့ ာတငွ သ် ်း ု သသာ ဟကှို ဒ် သရာလစ် သရ ာ်ဗယ ် (Loading shovel)
ミャンマー語,43,9,ローラ,တလမှိ ်ဲ့တ်း ု (ရုှိလာ)
ミャンマー語,43,10,バケット,သခမသက ာကသ် ယ ် ကွ ် (Bucket)
ミャンマー語,43,11,ブーム,ကရှိန်း် ၊သရ ာ်ဗယက် ာ်း စသညတ် ၏ှို ဲ့ လကတ် အရင်း် ပှိုင်း် (Boom)
ミャンマー語,43,12,アーム,ကရှိန်း် ၊သရ ာ်ဗယက် ာ်း စသညတ် ၏ှို ဲ့ လကတ် အဖ ာ်းပှိုင်း် (Arm)
ミャンマー語,43,13,ブレード（排土板）,သခမတနွ ်း် သရ ွဲ့သည ်ဲ့ ေလတှိ ခ်ပာ်း
ミャンマー語,43,14,タイヤ,ေ်း ၊ တာယာ
ミャンマー語,43,15,クローラ,ယာဥ်၏ေ်း မ ာ်းကပှို တ၍် လမှိ ်ဲ့သသာ (သရာ်ော) ှိန်း် ါ်းပတခ်ပာ်း
ミャンマー語,43,16,キー（鍵）,သသာဲ့
ミャンマー語,43,17,作業装置 （アタッチメント）,လပု ်ငန်း် သ်း ု တပ်ဆငစ် ရာ ကရှိ ှိယာ (Attachment)
ミャンマー語,43,18,エンジン,အငဂ် ငစ် က်
ミャンマー語,43,19,ディーゼルエンジン,ဒဇ ယအ် ငဂ် ငစ် က်
ミャンマー語,44,20,エンジンオイル,အငဂ် ငဝ် ှိုင၊်အငဂ် ငဆ်
ミャンマー語,44,21,オルタネータ （充電発電機）,ခပနလ် န လ် ျှပ်ထတု စ် က ် (သအာ်လတ် ာသနတာ)
ミャンマー語,44,22,バッテリ,ေကထ် ရ အု်းှိ ၊ဓာတ ်
ミャンマー語,44,23,燃料,သလာငစ် ာဆ
ミャンマー語,44,24,軽油,ဒဇ ယဆ်
ミャンマー語,44,25,ブレーキ,ေရှိတ်
ミャンマー語,45,1,油圧シリンダ,ဟကှို ဒ် သရာလစ် ဆလငဒ် ါ
ミャンマー語,45,2,油圧モータ,ဟကှို ဒ် သရာလစ် သမာ်တာ
