行ID,ファイル名,言語,ページ,番号,日本語,翻訳
246,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,19,6.0,キャッチクランプ,Jepitan pancingan
247,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,19,7.0,吊り上げ用クランプ,Lifting klam
248,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,19,8.0,直交クランプ,Jepitan
249,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,9.0,フック,Kait
250,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,6.0,フック,Kait
251,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,10.0,ストレートシャックル,Mata-rantai lurus
252,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,11.0,滑車,Katrol/Puli
253,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,12.0,クレーン,Kren
254,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,13.0,移動式クレーン,Kren jalan
255,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,14.0,介しゃくロープ,Tali teraju
256,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,16.0,筋かい止めピン,Tap ikatan diagonal
257,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,17.0,脚柱ジョイント,Sambungan tiang kaki
258,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,20,18.0,連結ピン,Pena hubung
259,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,19.0,ジョイント金具,Alat logam penyambung
260,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,20.0,レバーブロック,Blok tuas
261,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,21.0,電動のこ（丸のこ）,Gergaji listrik
262,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,22.0,モンキースパナ,Kunci Inggris
263,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,23.0,親綱支柱,Tiang pendukung tali induk
264,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,24.0,ブラケット,Braket/penopang
265,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,21,25.0,梯子,Tangga
266,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,1.0,親綱,Tali induk
267,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,2.0,建枠（ビティ）,Rangka sekeliling bangunan
268,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,3.0,メッシュシート,Jaring pelindung
269,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,4.0,防音パネル,Panel kedap suara
270,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,5.0,朝顔材,Jaring pengaman
271,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,6.0,架空線,Kabel udara
272,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,7.0,幅木（仮設足場）,Papan kaki
273,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,8.0,単管,Pipa tabung
274,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,22,9.0,脚立,Tangga lipat
275,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,10.0,作業半径,Radius kerja
276,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,11.0,仮ボルト,Baut sementara
277,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,12.0,手直し,Perbaikan
278,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,13.0,面一,Samarata (Flush)
279,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,14.0,点検事項,Hal-hal yang harus dicek
280,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,15.0,積載荷重,Beban muat
281,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,16.0,すき間,Celah
282,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,17.0,通りを見る,Melihat cara
283,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,18.0,組立,Perakitan
284,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,23,19.0,地組,perakitan di permukaan tanah.
285,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,24,20.0,天端,Permukaan atas.
286,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,24,21.0,玉掛け,Penggantungan
287,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,24,22.0,合図,Aba-aba
288,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,24,23.0,定格荷重,Berat beban.
289,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,24,24.0,たち,Ketegaklurusan
290,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,2.0,安全帯,Sabuk pengaman
291,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,3.0,インサート,Penyisipan
292,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,4.0,スペーサ,Batang jarak
293,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,5.0,鉄筋,Tulang baja
294,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,6.0,電工ドラム（ドラム）,Teromol listrik
295,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,7.0,電動丸のこ（電のこ）,Gergaji listrik
296,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,8.0,パッキン,Packing
297,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,25,9.0,小バール,Linggis kecil
298,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,10.0,大バール,Linggis besar
299,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,11.0,化粧合板,Kayu lapis dekoratif
300,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,12.0,普通合板,Kayu lapis
301,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,13.0,スタイロフォーム,Styrofoam
302,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,14.0,面木,Paku atas
303,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,15.0,バイブレーター,Vibrator
304,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,16.0,剥離剤,Bahan pelepasan
305,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,17.0,けこみ板,Undakan
306,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,26,18.0,目地棒,Sambungan pasang batu
307,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,19.0,コンクリート,Beton
308,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,20.0,コンベックス,Meteran (Convex)
309,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,21.0,作業用手袋,Sarung tangan kerja
310,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,22.0,差金,Mistar logam
311,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,23.0,水平器,Alat sipat datar
312,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,24.0,墨さし,Alat pengukur tempat tinta
313,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,27,25.0,墨つぼ,Tempat tinta
314,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,1.0,丸セパレーター （丸セパ）,Separator bulat
315,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,2.0,天端釘,Bilah yang dipasang pada sudut acuan
316,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,3.0,ケレン,Pengerjaan muka
317,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,4.0,型枠支保工,Penahan acuan
318,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,5.0,基礎型枠 （メタルフォーム）,Acuan fondasi
319,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,6.0,釘仕舞い,Marking/Penandaan
320,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,7.0,スラブ天端,Puncak plat (Lantai)
321,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,8.0,高さ（タッパ）,Tinggi (Tinggi dalam istilah pembangunan)
322,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,9.0,建込み,Membangun kerangka
323,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,28,10.0,通り,Cara
324,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,11.0,蹴上げ,Tinggi busur
325,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,12.0,蹴込み,Undakan
326,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,13.0,工具の手入れ,Perawatan alat perkakas
327,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,14.0,下げ振り,Pemberat
328,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,15.0,地墨,Tinta
329,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,16.0,捨てコンクリート,Bagian lantai beton
330,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,17.0,はね出し,Trap
331,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,18.0,はらみ,Tonjolan
332,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,29,19.0,前面,Muka depan
333,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,30,20.0,養生,Pemantangan beton
334,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,30,21.0,レベル,Permukaan
335,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,30,22.0,割付,Penempatan
336,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,30,23.0,埋め込み金物,Logam benaman
337,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,30,24.0,解体する（バラス）,Membongkar (Mencabut)
338,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,30,25.0,かぶり寸法,Ukuran ketebalan pelapisan
339,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,1.0,異形棒鋼,Besi beton berulir
340,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,2.0,結束線,Kawat pengikat
341,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,3.0,結束工具,Perkakas pengikat
342,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,4.0,鉄筋切断機,Mesin pemotong tulangan baja
343,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,5.0,鉄筋曲げ加工機,Mesin pembengkok tulangan baja
344,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,8.0,アンカー,Angkur
345,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,9.0,加工場,Tempat pemrosesan
346,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,31,10.0,スペーサ―,Spacer
347,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,11.0,ドーナツ,Donut
348,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,12.0,加工配筋図,Gambaran susunan tulangan
349,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,13.0,配筋詳細図,Gambar detil susunan tulangan
350,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,14.0,開口補強筋,Opening reinforcement (penguatan kerangka beton bagian berlubang)
351,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,15.0,幅止め筋,Tulangan penahan lebar
352,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,16.0,差筋,Batang sambungan
353,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,17.0,柱主筋,Tulangan utama kolom
354,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,18.0,柱配筋,Susunan tulangan kolom
355,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,19.0,スラブ筋,Penulangan pelat
356,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,32,20.0,ベース筋,Tulangan bagian dasar
357,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,33,21.0,帯筋（フープ）,Simpul tali
358,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,33,22.0,下端筋,Tulangan ujung bawah
359,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,33,23.0,上端筋,Penulangan bagian atas
360,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,33,24.0,主筋,Tulangan utama
361,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,33,25.0,あばら筋,Sengkang
362,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,1.0,はかま筋,Tulangan penguat pondasi
363,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,2.0,縦筋,Tulangan vertikal
364,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,3.0,下筋,Tulangan bawah
365,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,4.0,横筋,Tulangan horizontal
366,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,5.0,腹筋,Tulangan penguat sengkang
367,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,6.0,配力筋,Tulangan pembagi
368,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,7.0,上筋,Tulangan atas
369,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,8.0,スパイラル筋,Tulangan spiral
370,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,9.0,鉄筋径,Diameter tulangan baja
371,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,34,10.0,かぶり厚さ,Ketebalan pelapisan
372,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,11.0,角度,Sudut
373,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,12.0,シングル,Tunggal
374,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,13.0,ダブル,Ganda
375,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,14.0,千鳥結束,Pengikatan selang- seling
376,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,15.0,切断寸法,Ukuran potongan
377,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,16.0,加工寸法,Ukuran pembuatan
378,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,17.0,重ね継手,Sambungan tumpang
379,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,18.0,圧接継手,Sambungan las tekan
380,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,19.0,開口部,Lubang
381,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,35,20.0,溶接金網,Jaring kawat las
382,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,36,21.0,搬出,Mengeluarkan
383,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,36,22.0,搬入,Mengangkat ke dalam
384,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,36,23.0,基礎,Pondasi
385,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,36,24.0,機械式継手,Penyambungan
386,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,36,25.0,配筋検査,Pemeriksaan susunan tulangan
387,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,37,1.0,トラクタ,Traktor
388,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,37,2.0,ブルドーザ,Bulldozer
389,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,37,3.0,トラクタショベル,Traktor shovel
