行ID,ファイル名,言語,ページ,番号,日本語,翻訳
309,英語_pdfplumber_抽出_最終版.csv,英語,28,1.0,丸セパレーター （丸セパ）,Round separator (Marusepa)
310,英語_pdfplumber_抽出_最終版.csv,英語,28,2.0,天端釘,Leveling pin
311,英語_pdfplumber_抽出_最終版.csv,英語,28,3.0,ケレン,Surface preparation
312,英語_pdfplumber_抽出_最終版.csv,英語,28,4.0,型枠支保工,Form timbering
313,英語_pdfplumber_抽出_最終版.csv,英語,28,5.0,基礎型枠 （メタルフォーム）,Foundation formwork (Metal form)(cid:9)
314,英語_pdfplumber_抽出_最終版.csv,英語,28,6.0,釘仕舞い,Clearing away
315,英語_pdfplumber_抽出_最終版.csv,英語,28,7.0,スラブ天端,Slab upper surface
316,英語_pdfplumber_抽出_最終版.csv,英語,28,8.0,高さ（タッパ）,Height (Tappa)
317,英語_pdfplumber_抽出_最終版.csv,英語,28,9.0,建込み,Installation
318,英語_pdfplumber_抽出_最終版.csv,英語,28,10.0,通り,Correcting / improving
319,英語_pdfplumber_抽出_最終版.csv,英語,29,11.0,蹴上げ,Riser
320,英語_pdfplumber_抽出_最終版.csv,英語,29,12.0,蹴込み,Nosing
321,英語_pdfplumber_抽出_最終版.csv,英語,29,13.0,工具の手入れ,Tool maintenance
322,英語_pdfplumber_抽出_最終版.csv,英語,29,14.0,下げ振り,Plumb bob
323,英語_pdfplumber_抽出_最終版.csv,英語,29,15.0,地墨,Marking
324,英語_pdfplumber_抽出_最終版.csv,英語,29,16.0,捨てコンクリート,Leveling concrete
325,英語_pdfplumber_抽出_最終版.csv,英語,29,17.0,はね出し,Overhanging
326,英語_pdfplumber_抽出_最終版.csv,英語,29,18.0,はらみ,Swell
327,英語_pdfplumber_抽出_最終版.csv,英語,29,19.0,前面,Front
328,英語_pdfplumber_抽出_最終版.csv,英語,30,20.0,養生,Curing
329,英語_pdfplumber_抽出_最終版.csv,英語,30,21.0,レベル,Level
330,英語_pdfplumber_抽出_最終版.csv,英語,30,22.0,割付,Allocation
331,英語_pdfplumber_抽出_最終版.csv,英語,30,23.0,埋め込み金物,Metal insert
332,英語_pdfplumber_抽出_最終版.csv,英語,30,24.0,解体する（バラス）,Demolish (Barasu)
333,英語_pdfplumber_抽出_最終版.csv,英語,30,25.0,かぶり寸法,Concrete cover thickness
334,英語_pdfplumber_抽出_最終版.csv,英語,31,1.0,異形棒鋼,Deformed steel bar
335,英語_pdfplumber_抽出_最終版.csv,英語,31,2.0,結束線,Binding wire
336,英語_pdfplumber_抽出_最終版.csv,英語,31,3.0,結束工具,Tying tool
337,英語_pdfplumber_抽出_最終版.csv,英語,31,4.0,鉄筋切断機,Rebar cutter
338,英語_pdfplumber_抽出_最終版.csv,英語,31,5.0,鉄筋曲げ加工機,Rebar bending machine(cid:9)
339,英語_pdfplumber_抽出_最終版.csv,英語,31,6.0,フック,Hook
340,英語_pdfplumber_抽出_最終版.csv,英語,31,7.0,保護帽（ヘルメット）,Safety helmet (Helmet)
341,英語_pdfplumber_抽出_最終版.csv,英語,31,8.0,アンカー,Anchor
342,英語_pdfplumber_抽出_最終版.csv,英語,31,9.0,加工場,Workshop
343,英語_pdfplumber_抽出_最終版.csv,英語,31,10.0,スペーサ―,Spacer
344,英語_pdfplumber_抽出_最終版.csv,英語,32,11.0,ドーナツ,Donut spacer
345,英語_pdfplumber_抽出_最終版.csv,英語,32,12.0,加工配筋図,Bar bending and arrangement schedule
346,英語_pdfplumber_抽出_最終版.csv,英語,32,13.0,配筋詳細図,Detailed bar arrangement schedule
347,英語_pdfplumber_抽出_最終版.csv,英語,32,14.0,開口補強筋,Opening reinforcement bar
348,英語_pdfplumber_抽出_最終版.csv,英語,32,15.0,幅止め筋,Spreader bar
349,英語_pdfplumber_抽出_最終版.csv,英語,32,16.0,差筋,Expansion joint
350,英語_pdfplumber_抽出_最終版.csv,英語,32,17.0,柱主筋,Longitudinal bar
351,英語_pdfplumber_抽出_最終版.csv,英語,32,18.0,柱配筋,Reinforced column
352,英語_pdfplumber_抽出_最終版.csv,英語,32,19.0,スラブ筋,Reinforced slab
353,英語_pdfplumber_抽出_最終版.csv,英語,32,20.0,ベース筋,Footing bottom rebar
354,英語_pdfplumber_抽出_最終版.csv,英語,33,21.0,帯筋（フープ）,Hoop
355,英語_pdfplumber_抽出_最終版.csv,英語,33,22.0,下端筋,Lower rebar
356,英語_pdfplumber_抽出_最終版.csv,英語,33,23.0,上端筋,Upper rebar
357,英語_pdfplumber_抽出_最終版.csv,英語,33,24.0,主筋,Main rebar
358,英語_pdfplumber_抽出_最終版.csv,英語,33,25.0,あばら筋,Stirrup
359,英語_pdfplumber_抽出_最終版.csv,英語,34,1.0,はかま筋,Footing top bar
360,英語_pdfplumber_抽出_最終版.csv,英語,34,2.0,縦筋,Vertical reinforcement(cid:9)
361,英語_pdfplumber_抽出_最終版.csv,英語,34,3.0,下筋,Bottom reinforcement
362,英語_pdfplumber_抽出_最終版.csv,英語,34,4.0,横筋,Horizontal reinforcement
363,英語_pdfplumber_抽出_最終版.csv,英語,34,5.0,腹筋,Web bar
364,英語_pdfplumber_抽出_最終版.csv,英語,34,6.0,配力筋,Distribution bar
365,英語_pdfplumber_抽出_最終版.csv,英語,34,7.0,上筋,Top reinforcement
366,英語_pdfplumber_抽出_最終版.csv,英語,34,8.0,スパイラル筋,Spiral reinforcement
367,英語_pdfplumber_抽出_最終版.csv,英語,34,9.0,鉄筋径,Rebar diameter
368,英語_pdfplumber_抽出_最終版.csv,英語,34,10.0,かぶり厚さ,Cover concrete thickness
369,英語_pdfplumber_抽出_最終版.csv,英語,35,11.0,角度,Angle
370,英語_pdfplumber_抽出_最終版.csv,英語,35,12.0,シングル,Single reinforcement
371,英語_pdfplumber_抽出_最終版.csv,英語,35,13.0,ダブル,Double reinforcement
372,英語_pdfplumber_抽出_最終版.csv,英語,35,14.0,千鳥結束,Staggered binding
373,英語_pdfplumber_抽出_最終版.csv,英語,35,15.0,切断寸法,Cutting dimensions
374,英語_pdfplumber_抽出_最終版.csv,英語,35,16.0,加工寸法,Machining dimensions
375,英語_pdfplumber_抽出_最終版.csv,英語,35,17.0,重ね継手,Lap splicing
376,英語_pdfplumber_抽出_最終版.csv,英語,35,18.0,圧接継手,Stud joint
377,英語_pdfplumber_抽出_最終版.csv,英語,35,19.0,開口部,Opening
378,英語_pdfplumber_抽出_最終版.csv,英語,35,20.0,溶接金網,Welded wire mesh
379,英語_pdfplumber_抽出_最終版.csv,英語,36,21.0,搬出,Carrying out(cid:9)
380,英語_pdfplumber_抽出_最終版.csv,英語,36,22.0,搬入,Carrying into
381,英語_pdfplumber_抽出_最終版.csv,英語,36,23.0,基礎,Foundation
382,英語_pdfplumber_抽出_最終版.csv,英語,36,24.0,機械式継手,Mechanical coupler
383,英語_pdfplumber_抽出_最終版.csv,英語,36,25.0,配筋検査,Bar arrangement inspection
384,英語_pdfplumber_抽出_最終版.csv,英語,37,1.0,トラクタ,Tractor
385,英語_pdfplumber_抽出_最終版.csv,英語,37,2.0,ブルドーザ,Bulldozer
386,英語_pdfplumber_抽出_最終版.csv,英語,37,3.0,トラクタショベル,Tractor shovel
387,英語_pdfplumber_抽出_最終版.csv,英語,37,4.0,ホイルローダ,Wheel loader
388,英語_pdfplumber_抽出_最終版.csv,英語,37,5.0,ダンプトラック,Dump truck
389,英語_pdfplumber_抽出_最終版.csv,英語,37,6.0,油圧ショベル,Hydraulic excavator
390,英語_pdfplumber_抽出_最終版.csv,英語,37,7.0,バックホウ,Backhoe
391,英語_pdfplumber_抽出_最終版.csv,英語,37,8.0,ローディングショベル,Loading Excavator
392,英語_pdfplumber_抽出_最終版.csv,英語,37,9.0,ローラ,Roller
393,英語_pdfplumber_抽出_最終版.csv,英語,37,10.0,バケット,Bucket
394,英語_pdfplumber_抽出_最終版.csv,英語,38,11.0,ブーム,Boom
395,英語_pdfplumber_抽出_最終版.csv,英語,38,12.0,アーム,Arm
396,英語_pdfplumber_抽出_最終版.csv,英語,38,13.0,ブレード（排土板）,Blade (Soil removal plate)
397,英語_pdfplumber_抽出_最終版.csv,英語,38,14.0,タイヤ,Tire
398,英語_pdfplumber_抽出_最終版.csv,英語,38,15.0,クローラ,Crawler
399,英語_pdfplumber_抽出_最終版.csv,英語,38,16.0,キー（鍵）,Key
400,英語_pdfplumber_抽出_最終版.csv,英語,38,17.0,作業装置 （アタッチメント）,Work equipment (Attachment)
401,英語_pdfplumber_抽出_最終版.csv,英語,38,18.0,エンジン,Engine
402,英語_pdfplumber_抽出_最終版.csv,英語,38,19.0,ディーゼルエンジン,Diesel engine
403,英語_pdfplumber_抽出_最終版.csv,英語,38,20.0,エンジンオイル,Engine oil
404,英語_pdfplumber_抽出_最終版.csv,英語,39,21.0,オルタネータ （充電発電機）,Alternator (Rechargeable generator)
405,英語_pdfplumber_抽出_最終版.csv,英語,39,22.0,バッテリ,Battery
406,英語_pdfplumber_抽出_最終版.csv,英語,39,23.0,燃料,Fuel
407,英語_pdfplumber_抽出_最終版.csv,英語,39,24.0,軽油,Light oil
408,英語_pdfplumber_抽出_最終版.csv,英語,39,25.0,ブレーキ,Brake
409,英語_pdfplumber_抽出_最終版.csv,英語,40,1.0,油圧シリンダ,Hydraulic cylinder
410,英語_pdfplumber_抽出_最終版.csv,英語,40,2.0,油圧モータ,Hydraulic motor
411,英語_pdfplumber_抽出_最終版.csv,英語,40,3.0,油圧ポンプ,Hydraulic pump
412,英語_pdfplumber_抽出_最終版.csv,英語,40,4.0,水漏れ,Water leakage
413,英語_pdfplumber_抽出_最終版.csv,英語,40,5.0,油漏れ,Oil leak
414,英語_pdfplumber_抽出_最終版.csv,英語,40,6.0,冷却水,Cooling water
415,英語_pdfplumber_抽出_最終版.csv,英語,40,7.0,ブレーキ液,Brake fluid(cid:9)
416,英語_pdfplumber_抽出_最終版.csv,英語,40,8.0,燃料タンク,Fuel tank
417,英語_pdfplumber_抽出_最終版.csv,英語,40,9.0,ファンベルト,Fan belt
418,英語_pdfplumber_抽出_最終版.csv,英語,40,10.0,空気圧,Air pressure
419,英語_pdfplumber_抽出_最終版.csv,英語,40,11.0,クラッチ,Clutch
420,英語_pdfplumber_抽出_最終版.csv,英語,40,12.0,急発進,Sudden start
421,英語_pdfplumber_抽出_最終版.csv,英語,40,13.0,急ブレーキ,Sudden braking
422,英語_pdfplumber_抽出_最終版.csv,英語,41,14.0,アイドリング,Idling
423,英語_pdfplumber_抽出_最終版.csv,英語,41,15.0,走行,Running
424,英語_pdfplumber_抽出_最終版.csv,英語,41,16.0,旋回,Turning
425,英語_pdfplumber_抽出_最終版.csv,英語,41,17.0,安全ロック,Safety lock
426,英語_pdfplumber_抽出_最終版.csv,英語,41,18.0,安全支柱,Safety post
427,英語_pdfplumber_抽出_最終版.csv,英語,41,19.0,補給（する）,Refueling (Refuel)
428,英語_pdfplumber_抽出_最終版.csv,英語,41,20.0,駐車（する）,Parking (Park)
429,英語_pdfplumber_抽出_最終版.csv,英語,41,21.0,歩行者,Pedestrian
430,英語_pdfplumber_抽出_最終版.csv,英語,41,22.0,車両,Vehicle
431,英語_pdfplumber_抽出_最終版.csv,英語,41,23.0,死角,Vehicle blind spot
432,英語_pdfplumber_抽出_最終版.csv,英語,41,24.0,斜面,Slope
433,英語_pdfplumber_抽出_最終版.csv,英語,41,25.0,転圧（する）,Roller compaction (compact with a roller)
434,英語_pdfplumber_抽出_最終版.csv,英語,42,1.0,接触（する）,Contact (Contact)
435,英語_pdfplumber_抽出_最終版.csv,英語,42,2.0,作動（する）,Activation (Activate)
436,英語_pdfplumber_抽出_最終版.csv,英語,42,3.0,整備（する）,Maintenance (Maintain)
437,英語_pdfplumber_抽出_最終版.csv,英語,42,4.0,点検（する）,Inspection (Inspect)
438,英語_pdfplumber_抽出_最終版.csv,英語,42,5.0,動かす,Operate
439,英語_pdfplumber_抽出_最終版.csv,英語,42,6.0,運転（する）,Operation (Operate)
440,英語_pdfplumber_抽出_最終版.csv,英語,42,7.0,測る,Measure
441,英語_pdfplumber_抽出_最終版.csv,英語,42,8.0,操作（する）,Operation (Operate)
442,英語_pdfplumber_抽出_最終版.csv,英語,42,9.0,停止（する）,Suspension (Suspend)
443,英語_pdfplumber_抽出_最終版.csv,英語,42,10.0,切る,Turn off / Cut(cid:9)
444,英語_pdfplumber_抽出_最終版.csv,英語,42,11.0,回す,Turn
445,英語_pdfplumber_抽出_最終版.csv,英語,42,12.0,押す,Press
446,英語_pdfplumber_抽出_最終版.csv,英語,42,13.0,集める,Gather
447,英語_pdfplumber_抽出_最終版.csv,英語,42,14.0,触る,Touch
448,英語_pdfplumber_抽出_最終版.csv,英語,42,15.0,縛る,Tie
449,英語_pdfplumber_抽出_最終版.csv,英語,42,16.0,揃える,Make uniform
450,英語_pdfplumber_抽出_最終版.csv,英語,42,17.0,結ぶ,Tie
451,英語_pdfplumber_抽出_最終版.csv,英語,42,18.0,しゃがむ,Squat
452,英語_pdfplumber_抽出_最終版.csv,英語,42,19.0,調整（する）,Adjustment (Adjust)
453,英語_pdfplumber_抽出_最終版.csv,英語,42,20.0,閉じる,Close
454,英語_pdfplumber_抽出_最終版.csv,英語,43,1.0,取り出す,Take out
455,英語_pdfplumber_抽出_最終版.csv,英語,43,2.0,戻す,Put back
456,英語_pdfplumber_抽出_最終版.csv,英語,43,3.0,仕上げる,Finish
457,英語_pdfplumber_抽出_最終版.csv,英語,43,4.0,折れる,Break
458,英語_pdfplumber_抽出_最終版.csv,英語,43,5.0,欠ける,Chip
459,英語_pdfplumber_抽出_最終版.csv,英語,43,6.0,近づく,Get close
460,英語_pdfplumber_抽出_最終版.csv,英語,43,7.0,電源を入れる,Turn on the power
461,英語_pdfplumber_抽出_最終版.csv,英語,43,8.0,電源を落とす,Turn off the power
462,英語_pdfplumber_抽出_最終版.csv,英語,43,9.0,スイッチを切る,Switch off
463,英語_pdfplumber_抽出_最終版.csv,英語,43,10.0,固定（する）,Fixing (Fix)
464,英語_pdfplumber_抽出_最終版.csv,英語,43,11.0,ゆるめる,Loosen
465,英語_pdfplumber_抽出_最終版.csv,英語,43,12.0,伸ばす,Stretch
466,英語_pdfplumber_抽出_最終版.csv,英語,43,13.0,外す,Remove
467,英語_pdfplumber_抽出_最終版.csv,英語,43,14.0,曲げる,Bend
468,英語_pdfplumber_抽出_最終版.csv,英語,43,15.0,出す,Put out
469,英語_pdfplumber_抽出_最終版.csv,英語,43,16.0,乾かす,Dry
470,英語_pdfplumber_抽出_最終版.csv,英語,43,17.0,数える,Count
471,英語_pdfplumber_抽出_最終版.csv,英語,43,18.0,運ぶ,Carry
472,英語_pdfplumber_抽出_最終版.csv,英語,43,19.0,積む,Load
473,英語_pdfplumber_抽出_最終版.csv,英語,43,20.0,下ろす,Unload
474,英語_pdfplumber_抽出_最終版.csv,英語,43,21.0,離れる,Go away
475,英語_pdfplumber_抽出_最終版.csv,英語,44,1.0,位置,Position
476,英語_pdfplumber_抽出_最終版.csv,英語,44,2.0,寸法,Dimensions
477,英語_pdfplumber_抽出_最終版.csv,英語,44,3.0,測定（する）,Measurement (Measure)
478,英語_pdfplumber_抽出_最終版.csv,英語,44,4.0,計測（する）,Measurement (Measure)
479,英語_pdfplumber_抽出_最終版.csv,英語,44,5.0,計測器,Measuring instrument
480,英語_pdfplumber_抽出_最終版.csv,英語,44,6.0,温度,Temperature(cid:9)
481,英語_pdfplumber_抽出_最終版.csv,英語,44,7.0,高さ,Height
482,英語_pdfplumber_抽出_最終版.csv,英語,44,8.0,長さ,Length
483,英語_pdfplumber_抽出_最終版.csv,英語,44,9.0,重さ,Weight(cid:9)
484,英語_pdfplumber_抽出_最終版.csv,英語,44,10.0,厚さ,Thickness
485,英語_pdfplumber_抽出_最終版.csv,英語,44,11.0,硬さ,Hardness
486,英語_pdfplumber_抽出_最終版.csv,英語,44,12.0,深さ,Depth
487,英語_pdfplumber_抽出_最終版.csv,英語,44,13.0,表面,Surface
488,英語_pdfplumber_抽出_最終版.csv,英語,44,14.0,すきま,Clearance
489,英語_pdfplumber_抽出_最終版.csv,英語,44,15.0,中心,Center
490,英語_pdfplumber_抽出_最終版.csv,英語,45,16.0,値,Value
491,英語_pdfplumber_抽出_最終版.csv,英語,45,17.0,安定（する）,Stable (Stabilize)
492,英語_pdfplumber_抽出_最終版.csv,英語,45,18.0,大きさ,Size
493,英語_pdfplumber_抽出_最終版.csv,英語,45,19.0,数,Number(cid:9)
494,英語_pdfplumber_抽出_最終版.csv,英語,45,20.0,誤差,Error
495,英語_pdfplumber_抽出_最終版.csv,英語,45,21.0,中,Inside
496,英語_pdfplumber_抽出_最終版.csv,英語,45,22.0,反対,Opposite
497,英語_pdfplumber_抽出_最終版.csv,英語,45,23.0,周り,Circumference
498,英語_pdfplumber_抽出_最終版.csv,英語,45,24.0,尺,Shaku (unit of length)
499,英語_pdfplumber_抽出_最終版.csv,英語,45,25.0,青,Blue
500,英語_pdfplumber_抽出_最終版.csv,英語,45,26.0,赤,Red
501,英語_pdfplumber_抽出_最終版.csv,英語,45,27.0,白,White
502,英語_pdfplumber_抽出_最終版.csv,英語,45,28.0,黄色,Yellow
503,英語_pdfplumber_抽出_最終版.csv,英語,46,1.0,片づける,Put away
504,英語_pdfplumber_抽出_最終版.csv,英語,46,2.0,捨てる,Dispose
505,英語_pdfplumber_抽出_最終版.csv,英語,46,3.0,掃く,Sweep
506,英語_pdfplumber_抽出_最終版.csv,英語,46,4.0,持ち上げる,Lift up
507,英語_pdfplumber_抽出_最終版.csv,英語,46,5.0,束ねる,Bundle
508,英語_pdfplumber_抽出_最終版.csv,英語,46,6.0,足をくじく,Sprain a leg
509,英語_pdfplumber_抽出_最終版.csv,英語,47,1.0,一輪車,Unicycle
510,英語_pdfplumber_抽出_最終版.csv,英語,47,2.0,支柱,Post
511,英語_pdfplumber_抽出_最終版.csv,英語,47,3.0,ショベル,Shovel
512,英語_pdfplumber_抽出_最終版.csv,英語,47,4.0,かけや,Wooden mallet
513,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,1.0,技能実習,Technical Intern Training
514,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,2.0,技能実習生,Technical Intern Trainee
515,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,3.0,工場,Pabrika
516,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,4.0,製造,Produksiyon
517,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,5.0,機械,Makina
518,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,6.0,安全,Kaligtasan
519,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,7.0,危険（な）,Delikado (Mapanganib)
520,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,8.0,危ない,Delikado
521,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,9.0,清掃,Simutin / Paglilinis
522,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,10.0,非常口,Emerhensyang labasan/Emergency exit
523,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,11.0,注意,Babala/Paunawa
524,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,12.0,火事,Sunog
525,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,13.0,事故,Akisidente
526,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,14.0,服装,Kasuotan
527,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,1,15.0,安全装置,Safety equipment/Kagamitan pangkaligtasan
528,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,2,1.0,安全カバー,Safety cover/Takip pang- kaligtasan
