行ID,ファイル名,言語,ページ,番号,日本語,翻訳
2454,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,39,23.0,燃料,silinder hidrolik
2455,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,39,24.0,軽油,motor hidrolik
2456,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,39,25.0,ブレーキ,peralatan kerja
2457,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,1.0,油圧シリンダ,Silinder hidrolik
2458,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,2.0,油圧モータ,Motor hidrolik
2459,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,3.0,油圧ポンプ,Pompa oli hidrolik
2460,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,4.0,水漏れ,Kebocoran air
2461,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,5.0,油漏れ,Kebocoran minyak
2462,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,6.0,冷却水,Air pendingin
2463,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,7.0,ブレーキ液,Minyak rem
2464,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,8.0,燃料タンク,Tangki bahan bakar
2465,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,9.0,ファンベルト,Tali kipas
2466,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,10.0,空気圧,Tekanan udara
2467,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,11.0,クラッチ,Alat pembuka kopling
2468,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,12.0,急発進,Gas mendadak
2469,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,40,13.0,急ブレーキ,Rem mendadak
2470,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,14.0,アイドリング,Keadaan saat mesin bekerja tetapi kendaraan (mobil) tidak bergerak.
2471,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,15.0,走行,Berjalan/Melaju
2472,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,16.0,旋回,Putaran
2473,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,17.0,安全ロック,Alat pelindung bahaya
2474,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,18.0,安全支柱,Safety pillar (Tiang pengaman)
2475,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,19.0,補給（する）,Suplai (Mensuplai)
2476,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,20.0,駐車（する）,Parkir (Memarkirkan)
2477,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,21.0,歩行者,Pejalan kaki
2478,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,22.0,車両,Kendaraan
2479,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,23.0,死角,Titik buta (Posisi tidak terlihat)
2480,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,24.0,斜面,Lereng
2481,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,41,25.0,転圧（する）,Giling (Menggiling)
2482,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,1.0,接触（する）,Tabrak (Menabrak)
2483,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,2.0,作動（する）,Hidup (Menghidupkan)
2484,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,3.0,整備（する）,Perbaikan (Memperbaiki)
2485,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,4.0,点検（する）,Periksa (Memeriksa)
2486,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,5.0,動かす,Menggerakkan
2487,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,6.0,運転（する）,Kemudi (Mengemudi)
2488,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,7.0,測る,Mengukur
2489,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,8.0,操作（する）,Operasi (Mengoperasikan)
2490,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,9.0,停止（する）,Henti (Menghentikan)
2491,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,10.0,切る,Memotong
2492,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,11.0,回す,Memutar
2493,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,12.0,押す,Mendorong
2494,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,13.0,集める,Mengumpulkan
2495,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,14.0,触る,Menyentuh
2496,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,15.0,縛る,Mengikat
2497,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,16.0,揃える,Menyamaratakan
2498,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,17.0,結ぶ,Mengikat
2499,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,18.0,しゃがむ,Berjongkok
2500,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,19.0,調整（する）,Penyesuaian (Menyesuaikan)
2501,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,42,20.0,閉じる,Menutup
2502,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,1.0,取り出す,Mengeluarkan
2503,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,2.0,戻す,Mengembalikan
2504,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,3.0,仕上げる,Menyelesaikan
2505,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,4.0,折れる,Patah
2506,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,5.0,欠ける,Sumbing (Patah)
2507,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,6.0,近づく,Mendekat
2508,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,7.0,電源を入れる,Menghidupkan listrik
2509,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,8.0,電源を落とす,Mematikan listrik
2510,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,9.0,スイッチを切る,Mematikan saklar
2511,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,10.0,固定（する）,Fiksasi (Menguatkan)
2512,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,11.0,ゆるめる,Mengendurkan
2513,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,12.0,伸ばす,Memanjangkan
2514,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,13.0,外す,Melepas
2515,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,14.0,曲げる,Membengkokkan
2516,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,15.0,出す,Mengeluarkan
2517,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,16.0,乾かす,Mengeringkan
2518,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,17.0,数える,Menghitung
2519,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,18.0,運ぶ,Membawa
2520,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,19.0,積む,Menumpuk
2521,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,20.0,下ろす,Menurunkan
2522,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,43,21.0,離れる,Menjauhi
2523,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,1.0,位置,Posisi
2524,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,2.0,寸法,Ukuran
2525,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,3.0,測定（する）,Pengukuran (Mengukur)
2526,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,4.0,計測（する）,Takar (Menakar)
2527,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,5.0,計測器,Alat ukur
2528,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,6.0,温度,Suhu
2529,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,7.0,高さ,Ketinggian
2530,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,8.0,長さ,Panjang
2531,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,9.0,重さ,Berat
2532,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,10.0,厚さ,Ketebalan
2533,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,11.0,硬さ,Kekerasan
2534,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,12.0,深さ,Kedalaman
2535,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,13.0,表面,Permukaan
2536,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,14.0,すきま,Celah
2537,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,44,15.0,中心,Pusat/Tengah
2538,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,16.0,値,Nilai
2539,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,17.0,安定（する）,Stabil (Menstabilkan)
2540,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,18.0,大きさ,Besarnya
2541,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,19.0,数,Banyak/Jumlah
2542,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,20.0,誤差,Selisih
2543,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,21.0,中,Dalam
2544,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,22.0,反対,Terbalik/Berlawanan
2545,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,23.0,周り,Sekitar
2546,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,24.0,尺,"30,3 sentimeter"
2547,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,25.0,青,Biru
2548,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,26.0,赤,Merah
2549,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,27.0,白,Putih
2550,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,45,28.0,黄色,Warna kuning
2551,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,46,1.0,片づける,Membereskan(Mengem balikan seperti semula)
2552,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,46,2.0,捨てる,Membuang
2553,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,46,3.0,掃く,Menyapu
2554,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,46,4.0,持ち上げる,Mengangkat.
2555,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,46,5.0,束ねる,Bundel
2556,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,46,6.0,足をくじく,Keseleo
2557,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,47,1.0,一輪車,Kendaraan satu roda
2558,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,47,2.0,支柱,tiang pancang/penyanggah
2559,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,47,3.0,ショベル,"Alat keruk, ekskavator"
2560,インドネシア語_pdfplumber_抽出_最終版.csv,インドネシア語,47,4.0,かけや,Palu besar
2561,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,1.0,技能実習,အလပု ်သငတ် န်း်
2562,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,2.0,技能実習生,အလပု ်သင်
2563,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,3.0,工場,စကရ် ု
2564,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,4.0,製造,ထတု လ် ပု ်မှု
2565,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,5.0,機械,စက်
2566,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,6.0,安全,လခ ု ြုံ မှု
2567,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,7.0,危険（な）,အန္ရတ ာယ်(ရှိ သသာ)
2568,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,8.0,危ない,အန္ရတ ာယရ် ှိ သည်
2569,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,9.0,清掃,သနရ် ဲ့ င်း် သရ်းလပု ်ခ င်း် (Sei-sou)
2570,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,10.0,非常口,အသရ်းသပေါ်ထကွ သ် ပါက်
2571,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,11.0,注意,သတှိ
2572,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,12.0,火事,မ ်းသလာငမ် ှု
2573,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,13.0,事故,မသတာ်တဆမှု
2574,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,14.0,服装,အဝတအ် စာ်း
2575,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,1,15.0,安全装置,အန္ရတ ာယက် င်း် ရ င်း် သရ်းကရှိ ှိ ယာ
2576,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,1.0,安全カバー,လခ ု ြုံ သရ်းကာဗာအဖ ု်း
2577,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,2.0,けが,ဒဏရ် ာ
2578,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,3.0,けがをする,ဒဏရ် ာရသည်
2579,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,4.0,電源,လျှပ်စစ်ပါဝါ
2580,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,5.0,電源を切る,လျှပ်စစ်ပါဝါပှိတသ် ည်
2581,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,6.0,非常停止ボタン,အသရ်းသပေါ်စကရ် ပ်တန ် ဲ့ လတု ်
2582,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,7.0,非常停止ボタンを押す,အသရ်းသပေါ်စကရ် ပ်တန ် ဲ့ လတု က် ှို န္ပှိ ်သည်
2583,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,8.0,ルール,စည်း် ကမ််း
2584,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,9.0,ルールを守る,စည်း် ကမ််းလကှို န် ာသည်
2585,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,10.0,止める,ရပ်သည်
2586,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,11.0,機械を止める,စကက် ှို ရပ်သည်
2587,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,12.0,やって,လပု ်ပါ
2588,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,13.0,止めて,ရပ်ပါ
2589,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,14.0,取って,ယပူ ါ
2590,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,2,15.0,だめ（な）,မလပု ်သင်(ဲ့ သသာ)
2591,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,1.0,監理団体,စ မ ကပွ ်ကသ ရ်းအဖ ွွဲ့
2592,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,2.0,技術移転,နည်း် ပညာလသ ခပာင်း် ခ င်း်
2593,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,3.0,技能実習期間,အလပု ်သငတ် န်း် ကာလ
2594,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,4.0,職種,အလပု ်အကငှို အ် မ ှိြုံ်းအစာ်း
2595,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,5.0,在留資格,ဗ ဇာအမ ှိြုံ်းအစာ်း
2596,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,6.0,パスポート,န္ငှို င် က ်းူ လကမ် တ်
2597,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,7.0,在留カード,န္ငှို င် ခ ာ်းသာ်းမ တပ် ုတငက် တ်
2598,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,8.0,入管,လဝက
2599,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,3,9.0,在留期間,ဗ ဇာသကတ် မ််း
2600,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,4,10.0,雇用契約,အလပု ် နထ် ဲ့ ာ်းသရ်းသသေ းာတစူ ာ ြုံပ်
2601,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,4,11.0,給与明細,လစာရ င်း် တမ််းစာရွက်
2602,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,4,12.0,給料,လစာသငွ
2603,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,4,13.0,残業手当,အ ှိနပ် ှိုသကက်း
2604,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,4,14.0,労働時間,အလပု ် ှိန်
2605,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,1.0,控除（する）,န္တှု ယ် ူ(သည်)
2606,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,2.0,ボーナス,အပှိုဆသု ကက်း
2607,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,3.0,有休,လပု ်သက ် ငွ ်ဲ့
2608,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,4.0,代休,အစာ်းထ်းှို နာ်းရက်
2609,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,5.0,労働基準法,အလပု ်သမာ်းစ န္နှု ်း် ဥပသဒ
2610,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,6.0,労働条件,အလပု ်သမာ်း စ ာ်း ငွ ်ဲ့
2611,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,7.0,税金,အ နွ ်
2612,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,5,8.0,所得税,ဝငသ် င ွ နွ ်
2613,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,6,9.0,住民税,စညပ် င ် နွ ်
2614,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,6,10.0,厚生年金,အလပု ်ပငစ် ငအ် ာမ
2615,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,6,11.0,雇用保険,အလပု ်အာမ
2616,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,6,12.0,健康保険,က န်း် မာသရ်းအာမ
2617,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,6,13.0,社会保険,လမူ ှုဖူလသ ု ရ်းအာမ
2618,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,7,14.0,労災,လပု ်ငန်း် ငွ ် ထ ှိ ကှို ဒ် ဏရ် ာရမှု
2619,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,7,15.0,労災保険,အလပု ်သမာ်းနစ်နာသကက်း အာမ
2620,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,1.0,遅刻（する）,အလပု ်သနာကက် (သည်)
2621,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,2.0,早退（する）,အလပု ်သစာခပန်(သည်)
2622,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,3.0,休憩（する）,အနာ်းယူ(သည်)
2623,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,4.0,残業（する）,အ ှိနပ် ှိုအလပု ်(ဆင်း် သည်)
2624,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,5.0,定時,ပ ုမ နအ် ှိန်
2625,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,6.0,規則,စည်း် မ ဉ််းစည်း် ကမ််း
2626,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,7.0,休日,အလပု ်နာ်းရက်
2627,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,8.0,始業時間,အလပု ်စ ှိန်
2628,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,9.0,終業時間,အလပု ်ပပ ်း ှိန်
2629,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,10.0,指導員,သငတ် န်း် မ ်း
2630,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,11.0,生活指導員,သနထငှို မ် ှုပ ုစ သလကဲ့ ငသ်ဲ့ ပ်းသူ
2631,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,12.0,担当者,တာဝန ်
2632,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,13.0,スイッチ入れるな,လတု မ် ဖွငန်ဲ့ ဲ့
2633,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,14.0,スイッチ切るな,လတု မ် ပှိတန် ဲ့
2634,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,8,15.0,使用禁止,အသ်း ု မခပြုံရ
2635,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,9,1.0,5S,5S
2636,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,9,2.0,整理,စနစ်တက ထာ်းရှိ ခ င်း် (Seiri)
2637,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,9,3.0,整頓,စ သတမ် တထ် ာ်းရှိ ခ င်း် (Sei-ton)
2638,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,10,4.0,清掃,သနရ် ဲ့ င်း် သရ်းလပု ်ခ င်း် (Sei-sou)
2639,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,10,5.0,清潔,သနရ် ဲ့ င်း် သပ်ရပ်မှု (Sei-ketsu)
2640,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,10,6.0,しつけ,အစဉ်အလာဓသလထဲ့ ်း ု စ (Shi-tsuke)
2641,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,10,7.0,掃除（する）,သနရ် ဲ့ င်း် သရ်း(လပု ်သည်)
2642,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,8.0,片づける,သမှိ ််းဆည်း် သည်
2643,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,9.0,捨てる,စွနပ် ဲ့ စ်သည်
2644,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,10.0,汚い,ညစ်ပတသ် သာ
2645,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,11.0,汚れる,ညစ်သပသည်
2646,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,12.0,分別（する）,အမ ှိြုံ်းအစာ်း ခွ ာ်း(သည်)
2647,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,13.0,燃えないごみ,မ ်းရှုှိွဲ့လမှို ဲ့ ရတအ ဲ့ မှိှုက်
2648,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,14.0,燃えるごみ,မ ်းရှုှိွဲ့လရှို ဲ့ တအ ဲ့ မှိှုက်
2649,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,15.0,挟まれる,ညပ်သည်
2650,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,16.0,巻き込まれる,ညပ်ပါသည်
2651,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,17.0,やけど（する）,အပူသလာင်(သည်)
2652,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,18.0,落ちる,က ဆင်း် သည်
2653,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,11,19.0,すべる,သ ာ်လသ ည်
2654,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,20.0,転ぶ,လက သည်
2655,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,21.0,濡れる,သရစှိုသည်
2656,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,22.0,衛生,သနရ် ဲ့ င်း် သပ်ရပ်မှု
2657,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,23.0,避難（する）,သေ်းသရ ာင်(သည်)
2658,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,24.0,救急車,လနူ ာတငယ် ာဉ်
2659,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,25.0,災害,သေ်းအန္ရတ ာယ်
2660,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,26.0,地震,ငလ င်
2661,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,12,27.0,もぐる,သအာကသ် ဝှို ဲ့ ငသ် ည်
2662,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,1.0,火気厳禁,မ ်းသတခှိပြုံ
2663,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,2.0,開放厳禁,ဖွငမ်ဲ့ ထာ်းရ
2664,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,3.0,標識,အမ တအ် သာ်း
2665,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,4.0,気をつける,ဂရုစှိုကသ် ည်
2666,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,5.0,持ち込む,ယလူ ာသည်
2667,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,6.0,防ぐ,ကာကယွ သ် ည။်
2668,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,7.0,火,မ ်း
2669,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,8.0,煙,မ ်း ်းှို
2670,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,9.0,消火,မ ်းပငမ ််းသတခ် င်း်
2671,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,10.0,消火器,မ ်းသတေ် ်းူ
2672,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,11.0,非常ベル,အသရ်းသပေါ်သတသှိ ပ်းစက်
2673,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,12.0,火災報知機,မ ်းအ ကသ် ပ်းစက်
2674,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,13.0,逃げる,ထကွ သ် ခပ်းသည်
2675,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,14.0,現場,လပု ်ငန်း် ငွ ်
2676,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,13,15.0,作業,အလပု ်
2677,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,14,16.0,ミーティング,အစည်း် အသဝ်း
2678,ミャンマー語_pdfplumber_抽出_最終版.csv,ミャンマー語,14,17.0,研修（する）,သငတ် န်း် (ခပြုံလပု ်သည်)
